date,product_id,product_name,category,is_perishable,shelf_life_days,quantity_sold,unit_price,cost_price,total_amount,day_of_week,is_weekend,is_holiday,month,year,week_of_year,temperature_avg,rainfall_mm,weather_condition,neighbourhood_activity,profit_margin,spoilage_risk_score
2024-01-03,P007,Oranges (kg),Fruits,True,10,4,180.0,120.0,720.0,Wednesday,False,False,1,2024,1,19.1,4.2,Heavy Rain,2,0.3333,0.433
2024-01-03,P008,Maize Flour (2kg),Staples,False,180,47,220.0,165.0,10340.0,Wednesday,False,False,1,2024,1,19.1,4.2,Heavy Rain,2,0.25,0.0
2024-01-03,P009,Wheat Flour (1kg),Staples,False,180,29,130.0,95.0,3770.0,Wednesday,False,False,1,2024,1,19.1,4.2,Heavy Rain,2,0.2692,0.0
2024-01-03,P010,Rice (2kg),Staples,False,365,20,300.0,225.0,6000.0,Wednesday,False,False,1,2024,1,19.1,4.2,Heavy Rain,2,0.25,0.0
2024-01-03,P011,Cooking Oil (1L),Cooking,False,365,24,350.0,270.0,8400.0,Wednesday,False,False,1,2024,1,19.1,4.2,Heavy Rain,2,0.2286,0.0
2024-01-03,P012,Sugar (1kg),Condiments,False,730,38,180.0,135.0,6840.0,Wednesday,False,False,1,2024,1,19.1,4.2,Heavy Rain,2,0.25,0.0
2024-01-03,P013,Salt (500g),Condiments,False,730,32,55.0,35.0,1760.0,Wednesday,False,False,1,2024,1,19.1,4.2,Heavy Rain,2,0.3636,0.0
2024-01-03,P014,Soda (500ml),Beverages,False,180,24,80.0,56.0,1920.0,Wednesday,False,False,1,2024,1,19.1,4.2,Heavy Rain,2,0.3,0.0
2024-01-03,P015,Water (500ml),Beverages,False,365,23,50.0,30.0,1150.0,Wednesday,False,False,1,2024,1,19.1,4.2,Heavy Rain,2,0.4,0.0
2024-01-03,P016,Black Tea Leaves,Beverages,False,365,26,100.0,70.0,2600.0,Wednesday,False,False,1,2024,1,19.1,4.2,Heavy Rain,2,0.3,0.0
2024-01-03,P017,Bathing Soap,Personal Care,False,730,8,130.0,90.0,1040.0,Wednesday,False,False,1,2024,1,19.1,4.2,Heavy Rain,2,0.3077,0.0
2024-01-03,P018,Washing Powder (500g),Household,False,730,7,170.0,125.0,1190.0,Wednesday,False,False,1,2024,1,19.1,4.2,Heavy Rain,2,0.2647,0.0
2024-01-03,P019,Matches (box),Household,False,730,35,25.0,14.0,875.0,Wednesday,False,False,1,2024,1,19.1,4.2,Heavy Rain,2,0.44,0.0
2024-01-03,P020,Mandazi Mix (500g),Bakery,True,7,14,130.0,90.0,1820.0,Wednesday,False,False,1,2024,1,19.1,4.2,Heavy Rain,2,0.3077,0.2759
2024-01-04,P001,Fresh Milk (1L),Dairy,True,3,24,85.0,63.0,2040.0,Thursday,False,False,1,2024,1,21.5,0.0,Sunny,2,0.2588,0.4383
2024-01-04,P002,Eggs (tray 30),Dairy,True,14,8,450.0,345.0,3600.0,Thursday,False,False,1,2024,1,21.5,0.0,Sunny,2,0.2333,0.1764
2024-01-04,P003,Sliced Bread,Bakery,True,5,39,75.0,52.0,2925.0,Thursday,False,False,1,2024,1,21.5,0.0,Sunny,2,0.3067,0.305
2024-01-04,P004,Tomatoes (kg),Vegetables,True,7,28,120.0,82.0,3360.0,Thursday,False,False,1,2024,1,21.5,0.0,Sunny,2,0.3167,0.2479
2024-01-04,P005,Onions (kg),Vegetables,True,21,20,130.0,88.0,2600.0,Thursday,False,False,1,2024,1,21.5,0.0,Sunny,2,0.3231,0.1526
2024-01-04,P006,Bananas (bunch),Fruits,True,5,11,160.0,108.0,1760.0,Thursday,False,False,1,2024,1,21.5,0.0,Sunny,2,0.325,0.305
2024-01-04,P007,Oranges (kg),Fruits,True,10,9,180.0,120.0,1620.0,Thursday,False,False,1,2024,1,21.5,0.0,Sunny,2,0.3333,0.205
2024-01-04,P008,Maize Flour (2kg),Staples,False,180,37,220.0,165.0,8140.0,Thursday,False,False,1,2024,1,21.5,0.0,Sunny,2,0.25,0.0
2024-01-04,P009,Wheat Flour (1kg),Staples,False,180,25,130.0,95.0,3250.0,Thursday,False,False,1,2024,1,21.5,0.0,Sunny,2,0.2692,0.0
2024-01-04,P010,Rice (2kg),Staples,False,365,25,300.0,225.0,7500.0,Thursday,False,False,1,2024,1,21.5,0.0,Sunny,2,0.25,0.0
2024-01-04,P011,Cooking Oil (1L),Cooking,False,365,20,350.0,270.0,7000.0,Thursday,False,False,1,2024,1,21.5,0.0,Sunny,2,0.2286,0.0
2024-01-04,P012,Sugar (1kg),Condiments,False,730,34,180.0,135.0,6120.0,Thursday,False,False,1,2024,1,21.5,0.0,Sunny,2,0.25,0.0
2024-01-04,P013,Salt (500g),Condiments,False,730,17,55.0,35.0,935.0,Thursday,False,False,1,2024,1,21.5,0.0,Sunny,2,0.3636,0.0
2024-01-04,P014,Soda (500ml),Beverages,False,180,30,80.0,56.0,2400.0,Thursday,False,False,1,2024,1,21.5,0.0,Sunny,2,0.3,0.0
2024-01-04,P015,Water (500ml),Beverages,False,365,41,50.0,30.0,2050.0,Thursday,False,False,1,2024,1,21.5,0.0,Sunny,2,0.4,0.0
2024-01-04,P016,Black Tea Leaves,Beverages,False,365,30,100.0,70.0,3000.0,Thursday,False,False,1,2024,1,21.5,0.0,Sunny,2,0.3,0.0
2024-01-04,P017,Bathing Soap,Personal Care,False,730,8,130.0,90.0,1040.0,Thursday,False,False,1,2024,1,21.5,0.0,Sunny,2,0.3077,0.0
2024-01-04,P018,Washing Powder (500g),Household,False,730,11,170.0,125.0,1870.0,Thursday,False,False,1,2024,1,21.5,0.0,Sunny,2,0.2647,0.0
2024-01-04,P019,Matches (box),Household,False,730,31,25.0,14.0,775.0,Thursday,False,False,1,2024,1,21.5,0.0,Sunny,2,0.44,0.0
2024-01-04,P020,Mandazi Mix (500g),Bakery,True,7,20,130.0,90.0,2600.0,Thursday,False,False,1,2024,1,21.5,0.0,Sunny,2,0.3077,0.2479
2024-01-05,P001,Fresh Milk (1L),Dairy,True,3,30,85.0,63.0,2550.0,Friday,False,False,1,2024,1,20.7,0.0,Sunny,2,0.2588,0.4143
2024-01-05,P002,Eggs (tray 30),Dairy,True,14,10,450.0,345.0,4500.0,Friday,False,False,1,2024,1,20.7,0.0,Sunny,2,0.2333,0.1524
2024-01-05,P003,Sliced Bread,Bakery,True,5,25,75.0,52.0,1875.0,Friday,False,False,1,2024,1,20.7,0.0,Sunny,2,0.3067,0.281
2024-01-05,P004,Tomatoes (kg),Vegetables,True,7,21,120.0,82.0,2520.0,Friday,False,False,1,2024,1,20.7,0.0,Sunny,2,0.3167,0.2239
2024-01-05,P005,Onions (kg),Vegetables,True,21,21,130.0,88.0,2730.0,Friday,False,False,1,2024,1,20.7,0.0,Sunny,2,0.3231,0.1286
2024-01-05,P006,Bananas (bunch),Fruits,True,5,11,160.0,108.0,1760.0,Friday,False,False,1,2024,1,20.7,0.0,Sunny,2,0.325,0.281
2024-01-05,P007,Oranges (kg),Fruits,True,10,12,180.0,120.0,2160.0,Friday,False,False,1,2024,1,20.7,0.0,Sunny,2,0.3333,0.181
2024-01-05,P008,Maize Flour (2kg),Staples,False,180,34,220.0,165.0,7480.0,Friday,False,False,1,2024,1,20.7,0.0,Sunny,2,0.25,0.0
2024-01-05,P009,Wheat Flour (1kg),Staples,False,180,25,130.0,95.0,3250.0,Friday,False,False,1,2024,1,20.7,0.0,Sunny,2,0.2692,0.0
2024-01-05,P010,Rice (2kg),Staples,False,365,21,300.0,225.0,6300.0,Friday,False,False,1,2024,1,20.7,0.0,Sunny,2,0.25,0.0
2024-01-05,P011,Cooking Oil (1L),Cooking,False,365,17,350.0,270.0,5950.0,Friday,False,False,1,2024,1,20.7,0.0,Sunny,2,0.2286,0.0
2024-01-05,P012,Sugar (1kg),Condiments,False,730,31,180.0,135.0,5580.0,Friday,False,False,1,2024,1,20.7,0.0,Sunny,2,0.25,0.0
2024-01-05,P013,Salt (500g),Condiments,False,730,23,55.0,35.0,1265.0,Friday,False,False,1,2024,1,20.7,0.0,Sunny,2,0.3636,0.0
2024-01-05,P014,Soda (500ml),Beverages,False,180,30,80.0,56.0,2400.0,Friday,False,False,1,2024,1,20.7,0.0,Sunny,2,0.3,0.0
2024-01-05,P015,Water (500ml),Beverages,False,365,37,50.0,30.0,1850.0,Friday,False,False,1,2024,1,20.7,0.0,Sunny,2,0.4,0.0
2024-01-05,P016,Black Tea Leaves,Beverages,False,365,37,100.0,70.0,3700.0,Friday,False,False,1,2024,1,20.7,0.0,Sunny,2,0.3,0.0
2024-01-05,P017,Bathing Soap,Personal Care,False,730,15,130.0,90.0,1950.0,Friday,False,False,1,2024,1,20.7,0.0,Sunny,2,0.3077,0.0
2024-01-05,P018,Washing Powder (500g),Household,False,730,10,170.0,125.0,1700.0,Friday,False,False,1,2024,1,20.7,0.0,Sunny,2,0.2647,0.0
2024-01-05,P019,Matches (box),Household,False,730,44,25.0,14.0,1100.0,Friday,False,False,1,2024,1,20.7,0.0,Sunny,2,0.44,0.0
2024-01-05,P020,Mandazi Mix (500g),Bakery,True,7,12,130.0,90.0,1560.0,Friday,False,False,1,2024,1,20.7,0.0,Sunny,2,0.3077,0.2239
2024-01-06,P001,Fresh Milk (1L),Dairy,True,3,47,85.0,63.0,3995.0,Saturday,True,False,1,2024,1,23.2,0.0,Partly Cloudy,2,0.2588,0.4893
2024-01-06,P002,Eggs (tray 30),Dairy,True,14,6,450.0,345.0,2700.0,Saturday,True,False,1,2024,1,23.2,0.0,Partly Cloudy,2,0.2333,0.3274
2024-01-06,P003,Sliced Bread,Bakery,True,5,30,75.0,52.0,2250.0,Saturday,True,False,1,2024,1,23.2,0.0,Partly Cloudy,2,0.3067,0.356
2024-01-06,P004,Tomatoes (kg),Vegetables,True,7,28,120.0,82.0,3360.0,Saturday,True,False,1,2024,1,23.2,0.0,Partly Cloudy,2,0.3167,0.2989
2024-01-06,P005,Onions (kg),Vegetables,True,21,16,130.0,88.0,2080.0,Saturday,True,False,1,2024,1,23.2,0.0,Partly Cloudy,2,0.3231,0.2036
2024-01-06,P006,Bananas (bunch),Fruits,True,5,9,160.0,108.0,1440.0,Saturday,True,False,1,2024,1,23.2,0.0,Partly Cloudy,2,0.325,0.396
2024-01-06,P007,Oranges (kg),Fruits,True,10,8,180.0,120.0,1440.0,Saturday,True,False,1,2024,1,23.2,0.0,Partly Cloudy,2,0.3333,0.256
2024-01-06,P008,Maize Flour (2kg),Staples,False,180,58,220.0,165.0,12760.0,Saturday,True,False,1,2024,1,23.2,0.0,Partly Cloudy,2,0.25,0.0
2024-01-06,P009,Wheat Flour (1kg),Staples,False,180,32,130.0,95.0,4160.0,Saturday,True,False,1,2024,1,23.2,0.0,Partly Cloudy,2,0.2692,0.0
2024-01-06,P010,Rice (2kg),Staples,False,365,33,300.0,225.0,9900.0,Saturday,True,False,1,2024,1,23.2,0.0,Partly Cloudy,2,0.25,0.0
2024-01-06,P011,Cooking Oil (1L),Cooking,False,365,27,350.0,270.0,9450.0,Saturday,True,False,1,2024,1,23.2,0.0,Partly Cloudy,2,0.2286,0.0
2024-01-06,P012,Sugar (1kg),Condiments,False,730,45,180.0,135.0,8100.0,Saturday,True,False,1,2024,1,23.2,0.0,Partly Cloudy,2,0.25,0.0
2024-01-06,P013,Salt (500g),Condiments,False,730,41,55.0,35.0,2255.0,Saturday,True,False,1,2024,1,23.2,0.0,Partly Cloudy,2,0.3636,0.0
2024-01-06,P014,Soda (500ml),Beverages,False,180,36,80.0,56.0,2880.0,Saturday,True,False,1,2024,1,23.2,0.0,Partly Cloudy,2,0.3,0.0
2024-01-06,P015,Water (500ml),Beverages,False,365,42,50.0,30.0,2100.0,Saturday,True,False,1,2024,1,23.2,0.0,Partly Cloudy,2,0.4,0.0
2024-01-06,P016,Black Tea Leaves,Beverages,False,365,43,100.0,70.0,4300.0,Saturday,True,False,1,2024,1,23.2,0.0,Partly Cloudy,2,0.3,0.0
2024-01-06,P017,Bathing Soap,Personal Care,False,730,9,130.0,90.0,1170.0,Saturday,True,False,1,2024,1,23.2,0.0,Partly Cloudy,2,0.3077,0.0
2024-01-06,P018,Washing Powder (500g),Household,False,730,15,170.0,125.0,2550.0,Saturday,True,False,1,2024,1,23.2,0.0,Partly Cloudy,2,0.2647,0.0
2024-01-06,P019,Matches (box),Household,False,730,52,25.0,14.0,1300.0,Saturday,True,False,1,2024,1,23.2,0.0,Partly Cloudy,2,0.44,0.0
2024-01-06,P020,Mandazi Mix (500g),Bakery,True,7,20,130.0,90.0,2600.0,Saturday,True,False,1,2024,1,23.2,0.0,Partly Cloudy,2,0.3077,0.2989
2024-01-07,P001,Fresh Milk (1L),Dairy,True,3,40,85.0,63.0,3400.0,Sunday,True,False,1,2024,1,23.7,0.0,Sunny,2,0.2588,0.5043
2024-01-07,P002,Eggs (tray 30),Dairy,True,14,6,450.0,345.0,2700.0,Sunday,True,False,1,2024,1,23.7,0.0,Sunny,2,0.2333,0.3424
2024-01-07,P003,Sliced Bread,Bakery,True,5,34,75.0,52.0,2550.0,Sunday,True,False,1,2024,1,23.7,0.0,Sunny,2,0.3067,0.371
2024-01-07,P004,Tomatoes (kg),Vegetables,True,7,25,120.0,82.0,3000.0,Sunday,True,False,1,2024,1,23.7,0.0,Sunny,2,0.3167,0.3139
2024-01-07,P005,Onions (kg),Vegetables,True,21,19,130.0,88.0,2470.0,Sunday,True,False,1,2024,1,23.7,0.0,Sunny,2,0.3231,0.2186
2024-01-07,P006,Bananas (bunch),Fruits,True,5,18,160.0,108.0,2880.0,Sunday,True,False,1,2024,1,23.7,0.0,Sunny,2,0.325,0.371
2024-01-07,P007,Oranges (kg),Fruits,True,10,11,180.0,120.0,1980.0,Sunday,True,False,1,2024,1,23.7,0.0,Sunny,2,0.3333,0.271
2024-01-07,P008,Maize Flour (2kg),Staples,False,180,41,220.0,165.0,9020.0,Sunday,True,False,1,2024,1,23.7,0.0,Sunny,2,0.25,0.0
2024-01-07,P009,Wheat Flour (1kg),Staples,False,180,31,130.0,95.0,4030.0,Sunday,True,False,1,2024,1,23.7,0.0,Sunny,2,0.2692,0.0
2024-01-07,P010,Rice (2kg),Staples,False,365,32,300.0,225.0,9600.0,Sunday,True,False,1,2024,1,23.7,0.0,Sunny,2,0.25,0.0
2024-01-07,P011,Cooking Oil (1L),Cooking,False,365,28,350.0,270.0,9800.0,Sunday,True,False,1,2024,1,23.7,0.0,Sunny,2,0.2286,0.0
2024-01-07,P012,Sugar (1kg),Condiments,False,730,38,180.0,135.0,6840.0,Sunday,True,False,1,2024,1,23.7,0.0,Sunny,2,0.25,0.0
2024-01-07,P013,Salt (500g),Condiments,False,730,37,55.0,35.0,2035.0,Sunday,True,False,1,2024,1,23.7,0.0,Sunny,2,0.3636,0.0
2024-01-07,P014,Soda (500ml),Beverages,False,180,36,80.0,56.0,2880.0,Sunday,True,False,1,2024,1,23.7,0.0,Sunny,2,0.3,0.0
2024-01-07,P015,Water (500ml),Beverages,False,365,58,50.0,30.0,2900.0,Sunday,True,False,1,2024,1,23.7,0.0,Sunny,2,0.4,0.0
2024-01-07,P016,Black Tea Leaves,Beverages,False,365,41,100.0,70.0,4100.0,Sunday,True,False,1,2024,1,23.7,0.0,Sunny,2,0.3,0.0
2024-01-07,P017,Bathing Soap,Personal Care,False,730,18,130.0,90.0,2340.0,Sunday,True,False,1,2024,1,23.7,0.0,Sunny,2,0.3077,0.0
2024-01-07,P018,Washing Powder (500g),Household,False,730,12,170.0,125.0,2040.0,Sunday,True,False,1,2024,1,23.7,0.0,Sunny,2,0.2647,0.0
2024-01-07,P019,Matches (box),Household,False,730,45,25.0,14.0,1125.0,Sunday,True,False,1,2024,1,23.7,0.0,Sunny,2,0.44,0.0
2024-01-07,P020,Mandazi Mix (500g),Bakery,True,7,21,130.0,90.0,2730.0,Sunday,True,False,1,2024,1,23.7,0.0,Sunny,2,0.3077,0.3139
2024-01-08,P001,Fresh Milk (1L),Dairy,True,3,31,85.0,63.0,2635.0,Monday,False,False,1,2024,2,20.7,0.0,Partly Cloudy,2,0.2588,0.4143
2024-01-08,P002,Eggs (tray 30),Dairy,True,14,12,450.0,345.0,5400.0,Monday,False,False,1,2024,2,20.7,0.0,Partly Cloudy,2,0.2333,0.1524
2024-01-08,P003,Sliced Bread,Bakery,True,5,28,75.0,52.0,2100.0,Monday,False,False,1,2024,2,20.7,0.0,Partly Cloudy,2,0.3067,0.281
2024-01-08,P004,Tomatoes (kg),Vegetables,True,7,13,120.0,82.0,1560.0,Monday,False,False,1,2024,2,20.7,0.0,Partly Cloudy,2,0.3167,0.2772
2024-01-08,P005,Onions (kg),Vegetables,True,21,19,130.0,88.0,2470.0,Monday,False,False,1,2024,2,20.7,0.0,Partly Cloudy,2,0.3231,0.1286
2024-01-08,P006,Bananas (bunch),Fruits,True,5,15,160.0,108.0,2400.0,Monday,False,False,1,2024,2,20.7,0.0,Partly Cloudy,2,0.325,0.281
2024-01-08,P007,Oranges (kg),Fruits,True,10,12,180.0,120.0,2160.0,Monday,False,False,1,2024,2,20.7,0.0,Partly Cloudy,2,0.3333,0.181
2024-01-08,P008,Maize Flour (2kg),Staples,False,180,33,220.0,165.0,7260.0,Monday,False,False,1,2024,2,20.7,0.0,Partly Cloudy,2,0.25,0.0
2024-01-08,P009,Wheat Flour (1kg),Staples,False,180,22,130.0,95.0,2860.0,Monday,False,False,1,2024,2,20.7,0.0,Partly Cloudy,2,0.2692,0.0
2024-01-08,P010,Rice (2kg),Staples,False,365,16,300.0,225.0,4800.0,Monday,False,False,1,2024,2,20.7,0.0,Partly Cloudy,2,0.25,0.0
2024-01-08,P011,Cooking Oil (1L),Cooking,False,365,21,350.0,270.0,7350.0,Monday,False,False,1,2024,2,20.7,0.0,Partly Cloudy,2,0.2286,0.0
2024-01-08,P012,Sugar (1kg),Condiments,False,730,27,180.0,135.0,4860.0,Monday,False,False,1,2024,2,20.7,0.0,Partly Cloudy,2,0.25,0.0
2024-01-08,P013,Salt (500g),Condiments,False,730,18,55.0,35.0,990.0,Monday,False,False,1,2024,2,20.7,0.0,Partly Cloudy,2,0.3636,0.0
2024-01-08,P014,Soda (500ml),Beverages,False,180,32,80.0,56.0,2560.0,Monday,False,False,1,2024,2,20.7,0.0,Partly Cloudy,2,0.3,0.0
2024-01-08,P015,Water (500ml),Beverages,False,365,31,50.0,30.0,1550.0,Monday,False,False,1,2024,2,20.7,0.0,Partly Cloudy,2,0.4,0.0
2024-01-08,P016,Black Tea Leaves,Beverages,False,365,40,100.0,70.0,4000.0,Monday,False,False,1,2024,2,20.7,0.0,Partly Cloudy,2,0.3,0.0
2024-01-08,P017,Bathing Soap,Personal Care,False,730,7,130.0,90.0,910.0,Monday,False,False,1,2024,2,20.7,0.0,Partly Cloudy,2,0.3077,0.0
2024-01-08,P018,Washing Powder (500g),Household,False,730,4,170.0,125.0,680.0,Monday,False,False,1,2024,2,20.7,0.0,Partly Cloudy,2,0.2647,0.0
2024-01-08,P019,Matches (box),Household,False,730,32,25.0,14.0,800.0,Monday,False,False,1,2024,2,20.7,0.0,Partly Cloudy,2,0.44,0.0
2024-01-08,P020,Mandazi Mix (500g),Bakery,True,7,15,130.0,90.0,1950.0,Monday,False,False,1,2024,2,20.7,0.0,Partly Cloudy,2,0.3077,0.2239
2024-01-09,P001,Fresh Milk (1L),Dairy,True,3,20,85.0,63.0,1700.0,Tuesday,False,False,1,2024,2,20.6,0.0,Overcast,2,0.2588,0.4477
2024-01-09,P002,Eggs (tray 30),Dairy,True,14,13,450.0,345.0,5850.0,Tuesday,False,False,1,2024,2,20.6,0.0,Overcast,2,0.2333,0.1494
