date,product_id,product_name,category,is_perishable,shelf_life_days,quantity_sold,unit_price,cost_price,total_amount,day_of_week,is_weekend,is_holiday,month,year,week_of_year,temperature_avg,rainfall_mm,weather_condition,neighbourhood_activity,profit_margin,spoilage_risk_score,is_quantity_outlier,is_total_amount_outlier
2024-02-29,P001,Fresh Milk (1L),Dairy,True,3,20,65.0,48.0,1300.0,Thursday,False,False,2,2024,9,25.0,0.0,Sunny,1,0.2615,0.5797,False,False
2024-03-01,P001,Fresh Milk (1L),Dairy,True,3,16,65.0,48.0,1040.0,Friday,False,False,3,2024,9,22.5,0.0,Sunny,1,0.2615,0.5774,False,False
2024-03-02,P001,Fresh Milk (1L),Dairy,True,3,22,65.0,48.0,1430.0,Saturday,True,False,3,2024,9,20.2,0.0,Sunny,0,0.2615,0.3993,False,False
2024-03-03,P001,Fresh Milk (1L),Dairy,True,3,28,65.0,48.0,1820.0,Sunday,True,False,3,2024,9,20.6,0.0,Overcast,0,0.2615,0.4113,False,False
2024-03-04,P001,Fresh Milk (1L),Dairy,True,3,29,65.0,48.0,1885.0,Monday,False,False,3,2024,10,19.9,0.0,Overcast,0,0.2615,0.3903,False,False
2024-03-05,P001,Fresh Milk (1L),Dairy,True,3,29,65.0,48.0,1885.0,Tuesday,False,False,3,2024,10,21.7,12.1,Heavy Rain,1,0.2615,0.5443,False,False
2024-03-06,P001,Fresh Milk (1L),Dairy,True,3,17,65.0,48.0,1105.0,Wednesday,False,False,3,2024,10,22.5,0.0,Sunny,0,0.2615,0.5592,False,False
2024-03-07,P001,Fresh Milk (1L),Dairy,True,3,22,65.0,48.0,1430.0,Thursday,False,False,3,2024,10,25.0,0.0,Overcast,0,0.2615,0.5433,False,False
2024-03-08,P001,Fresh Milk (1L),Dairy,True,3,23,65.0,48.0,1495.0,Friday,False,False,3,2024,10,22.6,0.0,Overcast,1,0.2615,0.4713,False,False
2024-03-09,P001,Fresh Milk (1L),Dairy,True,3,26,65.0,48.0,1690.0,Saturday,True,False,3,2024,10,18.8,0.0,Partly Cloudy,0,0.2615,0.3573,False,False
2024-03-10,P001,Fresh Milk (1L),Dairy,True,3,28,65.0,48.0,1820.0,Sunday,True,False,3,2024,10,20.8,0.0,Overcast,0,0.2615,0.4173,False,False
2024-03-11,P001,Fresh Milk (1L),Dairy,True,3,25,65.0,48.0,1625.0,Monday,False,False,3,2024,11,21.1,0.0,Sunny,0,0.2615,0.4263,False,False
2024-03-12,P001,Fresh Milk (1L),Dairy,True,3,27,65.0,48.0,1755.0,Tuesday,False,False,3,2024,11,23.6,10.5,Light Rain,1,0.2615,0.6013,False,False
2024-03-13,P001,Fresh Milk (1L),Dairy,True,3,18,65.0,48.0,1170.0,Wednesday,False,False,3,2024,11,20.4,0.0,Sunny,0,0.2615,0.4781,False,False
2024-03-14,P001,Fresh Milk (1L),Dairy,True,3,17,65.0,48.0,1105.0,Thursday,False,False,3,2024,11,21.3,0.0,Partly Cloudy,0,0.2615,0.5232,False,False
2024-03-15,P001,Fresh Milk (1L),Dairy,True,3,37,65.0,48.0,2405.0,Friday,False,False,3,2024,11,22.4,2.3,Light Rain,1,0.2615,0.5653,False,False
2024-03-16,P001,Fresh Milk (1L),Dairy,True,3,16,65.0,48.0,1040.0,Saturday,True,False,3,2024,11,23.5,17.7,Heavy Rain,0,0.2615,0.7074,False,False
2024-03-17,P001,Fresh Milk (1L),Dairy,True,3,30,65.0,48.0,1950.0,Sunday,True,False,3,2024,11,20.6,0.0,Overcast,0,0.2615,0.4113,False,False
2024-03-18,P001,Fresh Milk (1L),Dairy,True,3,16,65.0,48.0,1040.0,Monday,False,False,3,2024,12,25.2,6.4,Light Rain,0,0.2615,0.7584,False,False
2024-03-19,P001,Fresh Milk (1L),Dairy,True,3,21,65.0,48.0,1365.0,Tuesday,False,False,3,2024,12,20.6,5.5,Heavy Rain,1,0.2615,0.5295,False,False
2024-03-20,P001,Fresh Milk (1L),Dairy,True,3,20,65.0,48.0,1300.0,Wednesday,False,False,3,2024,12,21.8,0.0,Partly Cloudy,0,0.2615,0.4837,False,False
2024-03-21,P001,Fresh Milk (1L),Dairy,True,3,21,65.0,48.0,1365.0,Thursday,False,False,3,2024,12,21.0,0.0,Sunny,0,0.2615,0.4415,False,False
2024-03-22,P001,Fresh Milk (1L),Dairy,True,3,21,65.0,48.0,1365.0,Friday,False,False,3,2024,12,21.3,0.0,Partly Cloudy,1,0.2615,0.4505,False,False
2024-03-23,P001,Fresh Milk (1L),Dairy,True,3,35,65.0,48.0,2275.0,Saturday,True,False,3,2024,12,20.1,25.5,Light Rain,0,0.2615,0.4963,False,False
2024-03-24,P001,Fresh Milk (1L),Dairy,True,3,38,65.0,48.0,2470.0,Sunday,True,False,3,2024,12,22.2,18.3,Light Rain,0,0.2615,0.5593,False,False
2024-03-25,P001,Fresh Milk (1L),Dairy,True,3,14,65.0,48.0,910.0,Monday,False,False,3,2024,13,24.0,50.8,Light Rain,0,0.2615,0.7588,False,False
2024-03-26,P001,Fresh Milk (1L),Dairy,True,3,16,65.0,48.0,1040.0,Tuesday,False,False,3,2024,13,23.7,0.0,Sunny,1,0.2615,0.6134,False,False
2024-03-27,P001,Fresh Milk (1L),Dairy,True,3,19,65.0,48.0,1235.0,Wednesday,False,False,3,2024,13,24.3,0.0,Partly Cloudy,0,0.2615,0.5769,False,False
2024-03-28,P001,Fresh Milk (1L),Dairy,True,3,26,65.0,48.0,1690.0,Thursday,False,False,3,2024,13,20.2,0.0,Partly Cloudy,1,0.2615,0.3993,False,False
2024-03-29,P001,Fresh Milk (1L),Dairy,True,3,37,65.0,48.0,2405.0,Friday,False,False,3,2024,13,24.5,10.3,Light Rain,1,0.2615,0.6283,False,False
2024-03-30,P001,Fresh Milk (1L),Dairy,True,3,41,65.0,48.0,2665.0,Saturday,True,False,3,2024,13,21.4,0.0,Overcast,1,0.2615,0.4353,False,False
2024-03-31,P001,Fresh Milk (1L),Dairy,True,3,26,65.0,48.0,1690.0,Sunday,True,False,3,2024,13,20.3,0.0,Partly Cloudy,1,0.2615,0.4023,False,False
2024-04-01,P001,Fresh Milk (1L),Dairy,True,3,16,65.0,48.0,1040.0,Monday,False,False,4,2024,14,21.0,38.1,Heavy Rain,0,0.2615,0.6324,False,False
2024-04-02,P001,Fresh Milk (1L),Dairy,True,3,24,65.0,48.0,1560.0,Tuesday,False,False,4,2024,14,19.8,0.0,Sunny,1,0.2615,0.3873,False,False
2024-04-03,P001,Fresh Milk (1L),Dairy,True,3,20,65.0,48.0,1300.0,Wednesday,False,False,4,2024,14,22.1,0.0,Partly Cloudy,0,0.2615,0.4927,False,False
2024-04-04,P001,Fresh Milk (1L),Dairy,True,3,21,65.0,48.0,1365.0,Thursday,False,False,4,2024,14,21.0,0.0,Partly Cloudy,0,0.2615,0.4415,False,False
2024-04-05,P001,Fresh Milk (1L),Dairy,True,3,23,65.0,48.0,1495.0,Friday,False,False,4,2024,14,19.9,100.5,Light Rain,1,0.2615,0.4903,False,False
2024-04-06,P001,Fresh Milk (1L),Dairy,True,3,22,65.0,48.0,1430.0,Saturday,True,False,4,2024,14,18.7,26.7,Heavy Rain,0,0.2615,0.4543,False,False
2024-04-07,P001,Fresh Milk (1L),Dairy,True,3,33,65.0,48.0,2145.0,Sunday,True,False,4,2024,14,18.0,0.0,Partly Cloudy,0,0.2615,0.3333,False,False
2024-04-08,P001,Fresh Milk (1L),Dairy,True,3,41,65.0,48.0,2665.0,Monday,False,False,4,2024,15,19.3,0.0,Overcast,0,0.2615,0.3723,False,False
2024-04-09,P001,Fresh Milk (1L),Dairy,True,3,26,65.0,48.0,1690.0,Tuesday,False,False,4,2024,15,21.5,40.4,Light Rain,1,0.2615,0.5383,False,False
2024-04-10,P001,Fresh Milk (1L),Dairy,True,3,18,65.0,48.0,1170.0,Wednesday,False,False,4,2024,15,19.8,1.2,Heavy Rain,0,0.2615,0.5601,False,False
2024-04-11,P001,Fresh Milk (1L),Dairy,True,3,22,65.0,48.0,1430.0,Thursday,False,False,4,2024,15,20.4,15.4,Light Rain,0,0.2615,0.5053,False,False
2024-04-12,P001,Fresh Milk (1L),Dairy,True,3,36,65.0,48.0,2340.0,Friday,False,False,4,2024,15,20.1,0.0,Overcast,1,0.2615,0.3963,False,False
2024-04-13,P001,Fresh Milk (1L),Dairy,True,3,20,65.0,48.0,1300.0,Saturday,True,False,4,2024,15,23.8,50.2,Light Rain,0,0.2615,0.6437,False,False
2024-04-14,P001,Fresh Milk (1L),Dairy,True,3,24,65.0,48.0,1560.0,Sunday,True,False,4,2024,15,19.6,150.6,Light Rain,0,0.2615,0.4813,False,False
2024-04-15,P001,Fresh Milk (1L),Dairy,True,3,21,65.0,48.0,1365.0,Monday,False,False,4,2024,16,20.5,0.0,Partly Cloudy,0,0.2615,0.4265,False,False
2024-04-16,P001,Fresh Milk (1L),Dairy,True,3,24,65.0,48.0,1560.0,Tuesday,False,False,4,2024,16,18.9,21.2,Light Rain,1,0.2615,0.4603,False,False
2024-04-17,P001,Fresh Milk (1L),Dairy,True,3,17,65.0,48.0,1105.0,Wednesday,False,False,4,2024,16,19.8,28.8,Light Rain,0,0.2615,0.5782,False,False
2024-04-18,P001,Fresh Milk (1L),Dairy,True,3,20,65.0,48.0,1300.0,Thursday,False,False,4,2024,16,23.3,0.0,Overcast,0,0.2615,0.5287,False,False
2024-04-19,P001,Fresh Milk (1L),Dairy,True,3,41,65.0,48.0,2665.0,Friday,False,True,4,2024,16,18.7,74.9,Light Rain,1,0.2615,0.4543,False,False
2024-04-20,P001,Fresh Milk (1L),Dairy,True,3,26,65.0,48.0,1690.0,Saturday,True,False,4,2024,16,17.8,0.0,Partly Cloudy,0,0.2615,0.3333,False,False
2024-04-21,P001,Fresh Milk (1L),Dairy,True,3,26,65.0,48.0,1690.0,Sunday,True,False,4,2024,16,18.1,59.9,Light Rain,0,0.2615,0.4363,False,False
2024-04-22,P001,Fresh Milk (1L),Dairy,True,3,42,65.0,48.0,2730.0,Monday,False,True,4,2024,17,24.4,0.0,Sunny,0,0.2615,0.5253,False,False
2024-04-23,P001,Fresh Milk (1L),Dairy,True,3,25,65.0,48.0,1625.0,Tuesday,False,False,4,2024,17,19.4,0.0,Partly Cloudy,1,0.2615,0.3753,False,False
2024-04-24,P001,Fresh Milk (1L),Dairy,True,3,26,65.0,48.0,1690.0,Wednesday,False,False,4,2024,17,22.6,0.0,Overcast,0,0.2615,0.4713,False,False
2024-04-25,P001,Fresh Milk (1L),Dairy,True,3,27,65.0,48.0,1755.0,Thursday,False,False,4,2024,17,19.6,10.6,Heavy Rain,0,0.2615,0.4813,False,False
2024-04-26,P001,Fresh Milk (1L),Dairy,True,3,23,65.0,48.0,1495.0,Friday,False,False,4,2024,17,19.4,0.0,Partly Cloudy,1,0.2615,0.3753,False,False
2024-04-27,P001,Fresh Milk (1L),Dairy,True,3,29,65.0,48.0,1885.0,Saturday,True,False,4,2024,17,17.9,0.0,Sunny,0,0.2615,0.3333,False,False
2024-04-28,P001,Fresh Milk (1L),Dairy,True,3,29,65.0,48.0,1885.0,Sunday,True,False,4,2024,17,19.6,0.0,Partly Cloudy,1,0.2615,0.3813,False,False
2024-04-29,P001,Fresh Milk (1L),Dairy,True,3,21,65.0,48.0,1365.0,Monday,False,False,4,2024,18,19.2,12.4,Light Rain,1,0.2615,0.4875,False,False
2024-04-30,P001,Fresh Milk (1L),Dairy,True,3,22,65.0,48.0,1430.0,Tuesday,False,False,4,2024,18,20.2,0.0,Overcast,1,0.2615,0.3993,False,False
2024-05-01,P001,Fresh Milk (1L),Dairy,True,3,27,65.0,48.0,1755.0,Wednesday,False,True,5,2024,18,19.1,15.3,Heavy Rain,0,0.2615,0.4663,False,False
2024-05-02,P001,Fresh Milk (1L),Dairy,True,3,31,65.0,48.0,2015.0,Thursday,False,False,5,2024,18,19.5,0.0,Partly Cloudy,0,0.2615,0.3783,False,False
2024-05-03,P001,Fresh Milk (1L),Dairy,True,3,25,65.0,48.0,1625.0,Friday,False,False,5,2024,18,23.2,0.0,Partly Cloudy,2,0.2615,0.4893,False,False
2024-05-04,P001,Fresh Milk (1L),Dairy,True,3,36,65.0,48.0,2340.0,Saturday,True,False,5,2024,18,21.4,0.0,Overcast,2,0.2615,0.4353,False,False
2024-05-05,P001,Fresh Milk (1L),Dairy,True,3,34,65.0,48.0,2210.0,Sunday,True,False,5,2024,18,17.9,0.0,Overcast,2,0.2615,0.3333,False,False
2024-05-06,P001,Fresh Milk (1L),Dairy,True,3,20,65.0,48.0,1300.0,Monday,False,False,5,2024,19,19.4,0.0,Sunny,2,0.2615,0.4117,False,False
2024-05-07,P001,Fresh Milk (1L),Dairy,True,3,33,65.0,48.0,2145.0,Tuesday,False,False,5,2024,19,20.8,0.0,Sunny,2,0.2615,0.4173,False,False
2024-05-08,P001,Fresh Milk (1L),Dairy,True,3,35,65.0,48.0,2275.0,Wednesday,False,False,5,2024,19,19.7,0.0,Sunny,2,0.2615,0.3843,False,False
2024-05-09,P001,Fresh Milk (1L),Dairy,True,3,23,65.0,48.0,1495.0,Thursday,False,False,5,2024,19,20.4,63.3,Heavy Rain,2,0.2615,0.5053,False,False
2024-05-10,P001,Fresh Milk (1L),Dairy,True,3,22,65.0,48.0,1430.0,Friday,False,False,5,2024,19,18.3,48.4,Light Rain,1,0.2615,0.4423,False,False
2024-05-11,P001,Fresh Milk (1L),Dairy,True,3,36,65.0,48.0,2340.0,Saturday,True,False,5,2024,19,18.6,0.0,Sunny,0,0.2615,0.3513,False,False
2024-05-12,P001,Fresh Milk (1L),Dairy,True,3,27,65.0,48.0,1755.0,Sunday,True,False,5,2024,19,18.6,0.0,Overcast,0,0.2615,0.3513,False,False
2024-05-13,P001,Fresh Milk (1L),Dairy,True,3,21,65.0,48.0,1365.0,Monday,False,False,5,2024,20,21.2,0.0,Overcast,0,0.2615,0.4475,False,False
2024-05-14,P001,Fresh Milk (1L),Dairy,True,3,19,65.0,48.0,1235.0,Tuesday,False,False,5,2024,20,18.6,25.3,Light Rain,1,0.2615,0.5059,False,False
2024-05-15,P001,Fresh Milk (1L),Dairy,True,3,21,65.0,48.0,1365.0,Wednesday,False,False,5,2024,20,18.4,0.0,Overcast,0,0.2615,0.3635,False,False
2024-05-16,P001,Fresh Milk (1L),Dairy,True,3,16,65.0,48.0,1040.0,Thursday,False,False,5,2024,20,19.5,0.0,Partly Cloudy,0,0.2615,0.4874,False,False
2024-05-17,P001,Fresh Milk (1L),Dairy,True,3,31,65.0,48.0,2015.0,Friday,False,False,5,2024,20,16.7,0.0,Overcast,1,0.2615,0.3333,False,False
2024-05-18,P001,Fresh Milk (1L),Dairy,True,3,38,65.0,48.0,2470.0,Saturday,True,False,5,2024,20,18.5,0.0,Overcast,0,0.2615,0.3483,False,False
2024-05-19,P001,Fresh Milk (1L),Dairy,True,3,32,65.0,48.0,2080.0,Sunday,True,False,5,2024,20,17.4,0.0,Partly Cloudy,0,0.2615,0.3333,False,False
2024-05-20,P001,Fresh Milk (1L),Dairy,True,3,23,65.0,48.0,1495.0,Monday,False,False,5,2024,21,21.0,26.8,Heavy Rain,0,0.2615,0.5233,False,False
2024-05-21,P001,Fresh Milk (1L),Dairy,True,3,21,65.0,48.0,1365.0,Tuesday,False,False,5,2024,21,20.8,0.0,Overcast,1,0.2615,0.4355,False,False
2024-05-22,P001,Fresh Milk (1L),Dairy,True,3,17,65.0,48.0,1105.0,Wednesday,False,False,5,2024,21,21.6,26.7,Light Rain,0,0.2615,0.6322,False,False
2024-05-23,P001,Fresh Milk (1L),Dairy,True,3,25,65.0,48.0,1625.0,Thursday,False,False,5,2024,21,18.6,13.0,Light Rain,0,0.2615,0.4513,False,False
2024-05-24,P001,Fresh Milk (1L),Dairy,True,3,25,65.0,48.0,1625.0,Friday,False,False,5,2024,21,20.5,0.0,Partly Cloudy,1,0.2615,0.4083,False,False
2024-05-25,P001,Fresh Milk (1L),Dairy,True,3,33,65.0,48.0,2145.0,Saturday,True,False,5,2024,21,20.2,1.1,Heavy Rain,0,0.2615,0.4993,False,False
2024-05-26,P001,Fresh Milk (1L),Dairy,True,3,38,65.0,48.0,2470.0,Sunday,True,False,5,2024,21,20.8,0.0,Sunny,0,0.2615,0.4173,False,False
2024-05-27,P001,Fresh Milk (1L),Dairy,True,3,20,65.0,48.0,1300.0,Monday,False,False,5,2024,22,21.7,0.0,Sunny,0,0.2615,0.4807,False,False
2024-05-28,P001,Fresh Milk (1L),Dairy,True,3,21,65.0,48.0,1365.0,Tuesday,False,False,5,2024,22,16.6,0.0,Sunny,1,0.2615,0.3515,False,False
2024-05-29,P001,Fresh Milk (1L),Dairy,True,3,23,65.0,48.0,1495.0,Wednesday,False,False,5,2024,22,17.2,32.9,Light Rain,1,0.2615,0.4333,False,False
