date,product_id,product_name,category,is_perishable,shelf_life_days,quantity_sold,unit_price,cost_price,total_amount,day_of_week,is_weekend,is_holiday,month,year,week_of_year,temperature_avg,rainfall_mm,weather_condition,neighbourhood_activity,profit_margin,spoilage_risk_score,is_quantity_outlier,is_total_amount_outlier,sales_lag_1,sales_lag_7,sales_lag_14,sales_roll_mean_7,sales_roll_std_7,sales_roll_mean_14,day_of_year,day_sin,day_cos,month_sin,month_cos,weekday_num,weekday_sin,weekday_cos,trend_day,revenue_per_unit,category_enc,weather_condition_enc,day_of_week_enc,temperature_avg_scaled,rainfall_mm_scaled,unit_price_scaled,cost_price_scaled,profit_margin_scaled,sales_roll_mean_7_scaled,sales_roll_std_7_scaled,sales_roll_mean_14_scaled,trend_day_scaled,sales_lag_1_scaled,sales_lag_7_scaled,sales_lag_14_scaled
2024-01-17,P001,Fresh Milk (1L),Dairy,1,3,18,65.0,48.0,1170.0,Wednesday,0,0,1,2024,3,23.7,0.0,Sunny,0,0.2615,0.5771,False,False,21.0,19.0,28.0,23.428571428571427,6.852180744287239,27.428571428571427,17,0.2882906407095177,0.9575429528116719,0.49999999999999994,0.8660254037844387,2,0.9749279121818236,-0.22252093395631434,16,65.0,4,4,6,1.5853581030169692,-0.3494310121283485,-0.5862987924219776,-0.5207572780177614,-0.8038587194383824,0.35449500282161456,0.47180718493819696,0.8334769292240964,-1.6538612789544058,0.06119151846403957,-0.13068532974468758,0.7216806796457714
2024-01-18,P001,Fresh Milk (1L),Dairy,1,3,24,65.0,48.0,1560.0,Thursday,0,0,1,2024,3,20.7,0.0,Sunny,0,0.2615,0.4143,False,False,18.0,16.0,24.0,23.285714285714285,6.969320524371686,26.714285714285715,18,0.3047192331091634,0.9524422234305676,0.49999999999999994,0.8660254037844387,3,0.43388373911755823,-0.900968867902419,17,65.0,4,4,4,0.25415991030103147,-0.3494310121283485,-0.5862987924219776,-0.5207572780177614,-0.8038587194383824,0.338007135916311,0.5149443609157649,0.749397172095063,-1.6491224214215852,-0.22761295800564516,-0.4189356974893194,0.3409922007649582
2024-01-19,P001,Fresh Milk (1L),Dairy,1,3,25,65.0,48.0,1625.0,Friday,0,0,1,2024,3,23.0,0.0,Sunny,1,0.2615,0.4833,False,False,24.0,27.0,30.0,24.428571428571427,6.187545093630766,26.714285714285715,19,0.321057654185271,0.9470596510722283,0.49999999999999994,0.8660254037844387,4,-0.433883739117558,-0.9009688679024191,18,65.0,4,4,0,1.2747451913832508,-0.3494310121283485,-0.5862987924219776,-0.5207572780177614,-0.8038587194383824,0.4699100711587402,0.2270525422142247,0.749397172095063,-1.6443835638887645,0.3499959949337243,0.6379823175743305,0.912024919086178
2024-01-20,P001,Fresh Milk (1L),Dairy,1,3,34,65.0,48.0,2210.0,Saturday,1,0,1,2024,3,22.8,0.0,Overcast,0,0.2615,0.4773,False,False,25.0,32.0,47.0,24.142857142857142,6.09449400220043,26.357142857142858,20,0.3373010691361842,0.9413968285264122,0.49999999999999994,0.8660254037844387,5,-0.9749279121818236,-0.2225209339563146,19,65.0,4,2,2,1.1859986452021885,-0.3494310121283485,-0.5862987924219776,-0.5207572780177614,-0.8038587194383824,0.436934337348133,0.19278611877513793,0.707357293530546,-1.6396447063559438,0.44626415375695255,1.1183995971487168,2.5299509543296343
2024-01-21,P001,Fresh Milk (1L),Dairy,1,3,26,65.0,48.0,1690.0,Sunday,1,0,1,2024,3,22.3,0.0,Sunny,0,0.2615,0.4623,False,False,34.0,17.0,40.0,24.428571428571427,6.553806600166107,25.428571428571427,21,0.3534446712740877,0.9354554315134164,0.49999999999999994,0.8660254037844387,6,-0.7818314824680299,0.6234898018587334,20,65.0,4,4,3,0.9641322797495322,-0.3494310121283485,-0.5862987924219776,-0.5207572780177614,-0.8038587194383824,0.4699100711587402,0.3619297551459384,0.5980536092628018,-1.6349058488231232,1.3126775831660067,-0.32285224157444214,1.8637461162882112
2024-01-22,P001,Fresh Milk (1L),Dairy,1,3,14,65.0,48.0,910.0,Monday,0,0,1,2024,4,22.3,0.0,Partly Cloudy,0,0.2615,0.6078,False,False,26.0,32.0,31.0,25.714285714285715,5.677860093212507,24.428571428571427,22,0.3694836834473831,0.9292372181882051,0.49999999999999994,0.8660254037844387,0,0.0,1.0,21,65.0,4,3,1,0.9641322797495322,-0.3494310121283485,-0.5862987924219776,-0.5207572780177614,-0.8038587194383824,0.6183008733064733,0.039359074287965895,0.4803419492821546,-1.6301669912903025,0.5425323125801808,1.1183995971487168,1.0071970388063813
2024-01-23,P001,Fresh Milk (1L),Dairy,1,3,19,65.0,48.0,1235.0,Tuesday,0,0,1,2024,4,22.3,0.0,Sunny,1,0.2615,0.5169,False,False,14.0,21.0,20.0,23.142857142857142,6.388233230676825,23.214285714285715,23,0.38541335945432564,0.9227440286201427,0.49999999999999994,0.8660254037844387,1,0.7818314824680298,0.6234898018587336,22,65.0,4,4,5,0.9641322797495322,-0.3494310121283485,-0.5862987924219776,-0.5207572780177614,-0.8038587194383824,0.32151926901100736,0.3009567229982852,0.3374063621627975,-1.6254281337574819,-0.6126855932985581,0.06148158208506695,-0.03969627811585503
2024-01-24,P001,Fresh Milk (1L),Dairy,1,3,26,65.0,48.0,1690.0,Wednesday,0,0,1,2024,4,22.1,0.0,Partly Cloudy,0,0.2615,0.4563,False,False,19.0,18.0,19.0,22.857142857142858,6.542898731412833,23.142857142857142,24,0.4012289854475009,0.9159777842484877,0.49999999999999994,0.8660254037844387,2,0.9749279121818236,-0.22252093395631434,23,65.0,4,3,6,0.87538573356847,-0.3494310121283485,-0.5862987924219776,-0.5207572780177614,-0.8038587194383824,0.2885435352004002,0.3579128903916167,0.32899838644989393,-1.6206892762246612,-0.1313447991824169,-0.22676878565956485,-0.13486839783605833
2024-01-25,P001,Fresh Milk (1L),Dairy,1,3,24,65.0,48.0,1560.0,Thursday,0,0,1,2024,4,22.9,0.0,Partly Cloudy,0,0.2615,0.4803,False,False,26.0,24.0,16.0,24.0,6.244997998398388,23.642857142857142,25,0.4169258813287287,0.908940487313808,0.49999999999999994,0.8660254037844387,3,0.43388373911755823,-0.900968867902419,24,65.0,4,3,4,1.2303719182927189,-0.3494310121283485,-0.5862987924219776,-0.5207572780177614,-0.8038587194383824,0.4204464704428294,0.24820979606596194,0.38785421644021756,-1.6159504186918405,0.5425323125801808,0.34973194982969874,-0.4203847569966683
2024-01-26,P001,Fresh Milk (1L),Dairy,1,3,24,65.0,48.0,1560.0,Friday,0,0,1,2024,4,21.5,0.0,Sunny,1,0.2615,0.4383,False,False,24.0,25.0,27.0,24.0,6.244997998398388,24.214285714285715,26,0.4324994021339788,0.901634220265486,0.49999999999999994,0.8660254037844387,4,-0.433883739117558,-0.9009688679024191,25,65.0,4,4,0,0.6091460950252818,-0.3494310121283485,-0.5862987924219776,-0.5207572780177614,-0.8038587194383824,0.4204464704428294,0.24820979606596194,0.45511802214344477,-1.6112115611590199,0.3499959949337243,0.44581540574457607,0.6265085599255681
2024-01-27,P001,Fresh Milk (1L),Dairy,1,3,23,65.0,48.0,1495.0,Saturday,1,0,1,2024,4,21.0,0.0,Sunny,0,0.2615,0.4233,False,False,24.0,34.0,32.0,23.857142857142858,6.229729031789719,24.0,27,0.44794493940789115,0.8940611451454876,0.49999999999999994,0.8660254037844387,5,-0.9749279121818236,-0.2225209339563146,26,65.0,4,4,2,0.3872797295726255,-0.3494310121283485,-0.5862987924219776,-0.5207572780177614,-0.8038587194383824,0.4039586035375258,0.24258694019992819,0.4298940950047345,-1.6064727036261992,0.3499959949337243,1.3105665089784715,1.1023691585265847
2024-01-28,P001,Fresh Milk (1L),Dairy,1,3,26,65.0,48.0,1690.0,Sunday,1,0,1,2024,4,24.2,0.0,Partly Cloudy,1,0.2615,0.5193,False,False,23.0,26.0,17.0,22.285714285714285,4.347960660443208,23.357142857142858,28,0.4632579225674917,0.88622350294858,0.49999999999999994,0.8660254037844387,6,-0.7818314824680299,0.6234898018587334,27,65.0,4,3,3,1.8072244684696255,-0.3494310121283485,-0.5862987924219776,-0.5207572780177614,-0.8038587194383824,0.2225920675791854,-0.4503815229923063,0.3542223135886042,-1.6017338460933785,0.25372783611049604,0.5418988616594533,-0.32521263727646493
2024-01-29,P001,Fresh Milk (1L),Dairy,1,3,23,65.0,48.0,1495.0,Monday,0,0,1,2024,5,23.5,0.0,Partly Cloudy,1,0.2615,0.4983,False,False,26.0,14.0,32.0,22.285714285714285,4.347960660443208,24.0,29,0.4784338202547012,0.8781236129591848,0.49999999999999994,0.8660254037844387,0,0.0,1.0,28,65.0,4,3,1,1.496611556835907,-0.3494310121283485,-0.5862987924219776,-0.5207572780177614,-0.8038587194383824,0.2225920675791854,-0.4503815229923063,0.4298940950047345,-1.5969949885605579,0.5425323125801808,-0.6111026093190739,1.1023691585265847
2024-01-30,P001,Fresh Milk (1L),Dairy,1,3,22,65.0,48.0,1430.0,Tuesday,0,0,1,2024,5,21.5,0.0,Partly Cloudy,1,0.2615,0.4383,False,False,23.0,19.0,21.0,23.571428571428573,2.370453040886378,23.357142857142858,30,0.49346814167723735,0.8697638720650646,0.49999999999999994,0.8660254037844387,1,0.7818314824680298,0.6234898018587336,29,65.0,4,3,5,0.6091460950252818,-0.3494310121283485,-0.5862987924219776,-0.5207572780177614,-0.8038587194383824,0.3709828697269186,-1.1786063337295958,0.3542223135886042,-1.5922561310277372,0.25372783611049604,-0.13068532974468758,0.05547584160434828
2024-01-31,P001,Fresh Milk (1L),Dairy,1,3,33,65.0,48.0,2145.0,Wednesday,0,0,1,2024,5,22.9,0.0,Partly Cloudy,1,0.2615,0.4803,False,False,22.0,26.0,18.0,24.0,1.5275252316519032,23.428571428571427,31,0.5083564379375122,0.8611467540480452,0.49999999999999994,0.8660254037844387,2,0.9749279121818236,-0.22252093395631434,30,65.0,4,3,6,1.2303719182927189,-0.3494310121283485,-0.5862987924219776,-0.5207572780177614,-0.8038587194383824,0.4204464704428294,-1.4890177517561614,0.3626302893015073,-1.5875172734949166,0.1574596772872678,0.5418988616594533,-0.23004051755626165
2024-02-01,P001,Fresh Milk (1L),Dairy,1,3,19,65.0,48.0,1235.0,Thursday,0,0,2,2024,5,24.2,0.0,Sunny,0,0.2615,0.5739,False,False,33.0,24.0,24.0,25.0,3.741657386773927,24.5,32,0.5230943033491326,0.8522748088519838,0.8660254037844386,0.5000000000000001,3,0.43388373911755823,-0.900968867902419,31,65.0,4,4,4,1.8072244684696255,-0.3494310121283485,-0.5862987924219776,-0.5207572780177614,-0.8038587194383824,0.535861538779955,-0.6736550428264091,0.48874992499505815,-1.5827784159620961,1.2164094243427785,0.34973194982969874,0.3409922007649582
2024-02-02,P001,Fresh Milk (1L),Dairy,1,3,27,65.0,48.0,1755.0,Friday,0,0,2,2024,5,22.3,0.0,Sunny,1,0.2615,0.4623,False,False,19.0,24.0,25.0,24.285714285714285,4.386125310350254,24.142857142857142,33,0.5376773767406141,0.8431506618282,0.8660254037844386,0.5000000000000001,4,-0.433883739117558,-0.9009688679024191,32,65.0,4,4,0,0.9641322797495322,-0.3494310121283485,-0.5862987924219776,-0.5207572780177614,-0.8038587194383824,0.45342220425343654,-0.43632724341302376,0.4467100464305412,-1.5780395584292755,-0.1313447991824169,0.34973194982969874,0.4361643204851615
2024-02-03,P001,Fresh Milk (1L),Dairy,1,3,32,65.0,48.0,2080.0,Saturday,1,0,2,2024,5,22.7,0.0,Overcast,0,0.2615,0.4743,False,False,27.0,23.0,34.0,24.714285714285715,4.498677054212174,24.285714285714285,34,0.5521013427459208,0.8337770129585915,0.8660254037844386,0.5000000000000001,5,-0.9749279121818236,-0.2225209339563146,33,65.0,4,2,2,1.1416253721116567,-0.3494310121283485,-0.5862987924219776,-0.5207572780177614,-0.8038587194383824,0.5028858049693478,-0.394879629476463,0.4635259978563479,-1.5733007008964548,0.638800471403409,0.25364849391482147,1.2927133979669914
2024-02-04,P001,Fresh Milk (1L),Dairy,1,3,19,65.0,48.0,1235.0,Sunday,1,0,2,2024,5,21.3,0.0,Sunny,0,0.2615,0.4869,False,False,32.0,26.0,26.0,26.0,5.163977794943214,24.142857142857142,35,0.5663619330814524,0.8241566360566663,0.8660254037844386,0.5000000000000001,6,-0.7818314824680299,0.6234898018587334,34,65.0,4,4,3,0.5203995488442197,-0.3494310121283485,-0.5862987924219776,-0.5207572780177614,-0.8038587194383824,0.6512766071170806,-0.14988006476640803,0.4467100464305412,-1.5685618433636341,1.1201412655195502,0.5418988616594533,0.5313364402053649
2024-02-05,P001,Fresh Milk (1L),Dairy,1,3,14,65.0,48.0,910.0,Monday,0,0,2,2024,6,23.7,0.0,Sunny,0,0.2615,0.6498,False,False,19.0,23.0,14.0,25.0,5.802298395176393,23.642857142857142,36,0.580454927809098,0.8142923779467267,0.8660254037844386,0.5000000000000001,0,0.0,1.0,35,65.0,4,4,1,1.5853581030169692,-0.3494310121283485,-0.5862987924219776,-0.5207572780177614,-0.8038587194383824,0.535861538779955,0.08518395910759002,0.38785421644021756,-1.5638229858308135,-0.1313447991824169,0.25364849391482147,-0.6107289964370749
2024-02-06,P001,Fresh Milk (1L),Dairy,1,3,29,65.0,48.0,1885.0,Tuesday,0,0,2,2024,6,24.0,0.0,Partly Cloudy,1,0.2615,0.5133,False,False,14.0,22.0,19.0,23.714285714285715,7.158079018709914,23.642857142857142,37,0.5943761565849831,0.804187157621448,0.8660254037844386,0.5000000000000001,1,0.7818314824680298,0.6234898018587336,36,65.0,4,3,5,1.7184779222885633,-0.3494310121283485,-0.5862987924219776,-0.5207572780177614,-0.8038587194383824,0.3874707366322222,0.5844554047444188,0.38785421644021756,-1.5590841282979928,-0.6126855932985581,0.15756503799994423,-0.13486839783605833
2024-02-07,P001,Fresh Milk (1L),Dairy,1,3,23,65.0,48.0,1495.0,Wednesday,0,0,2,2024,6,23.2,0.0,Partly Cloudy,0,0.2615,0.4893,False,False,29.0,33.0,26.0,24.714285714285715,7.364651739090933,24.357142857142858,38,0.6081214998935418,0.7938439653781019,0.8660254037844386,0.5000000000000001,2,0.9749279121818236,-0.22252093395631434,37,65.0,4,3,6,1.363491737564313,-0.3494310121283485,-0.5862987924219776,-0.5207572780177614,-0.8038587194383824,0.5028858049693478,0.6605266060461193,0.4719339735692515,-1.5543452707651721,0.8313367890498655,1.2144830530635942,0.5313364402053649
2024-02-08,P001,Fresh Milk (1L),Dairy,1,3,22,65.0,48.0,1430.0,Thursday,0,0,2,2024,6,22.5,0.0,Overcast,0,0.2615,0.4683,False,False,23.0,19.0,24.0,23.285714285714285,6.395683067879594,24.142857142857142,39,0.6216868902665479,0.7832658619336791,0.8660254037844386,0.5000000000000001,3,0.43388373911755823,-0.900968867902419,38,65.0,4,2,4,1.0528788259305943,-0.3494310121283485,-0.5862987924219776,-0.5207572780177614,-0.8038587194383824,0.338007135916311,0.30370015429197916,0.4467100464305412,-1.5496064132323515,0.25372783611049604,-0.13068532974468758,0.3409922007649582
2024-02-09,P001,Fresh Milk (1L),Dairy,1,3,25,65.0,48.0,1625.0,Friday,0,0,2,2024,6,22.0,0.0,Sunny,1,0.2615,0.4533,False,False,22.0,27.0,24.0,23.714285714285715,6.156684327197697,24.0,40,0.6350683134867438,0.7724559775191742,0.8660254037844386,0.5000000000000001,4,-0.433883739117558,-0.9009688679024191,39,65.0,4,4,0,0.8310124604779382,-0.3494310121283485,-0.5862987924219776,-0.5207572780177614,-0.8038587194383824,0.3874707366322222,0.2156879459048733,0.4298940950047345,-1.5448675556995308,0.1574596772872678,0.6379823175743305,0.3409922007649582
2024-02-10,P001,Fresh Milk (1L),Dairy,1,3,33,65.0,48.0,2145.0,Saturday,1,0,2,2024,6,22.4,0.0,Partly Cloudy,0,0.2615,0.4653,False,False,25.0,32.0,23.0,23.428571428571427,6.0237624692308485,24.071428571428573,41,0.6482618097757122,0.7614175109532997,0.8660254037844386,0.5000000000000001,5,-0.9749279121818236,-0.2225209339563146,40,65.0,4,3,2,1.0085055528400626,-0.3494310121283485,-0.5862987924219776,-0.5207572780177614,-0.8038587194383824,0.35449500282161456,0.16673895885497778,0.43830207071763805,-1.5401286981667102,0.44626415375695255,1.1183995971487168,0.2458200810447549
2024-02-11,P001,Fresh Milk (1L),Dairy,1,3,28,65.0,48.0,1820.0,Sunday,1,0,2,2024,6,23.7,0.0,Sunny,0,0.2615,0.5043,False,False,33.0,19.0,26.0,23.571428571428573,6.267831705280075,24.785714285714285,42,0.6612634749656386,0.7501537286959042,0.8660254037844386,0.5000000000000001,6,-0.7818314824680299,0.6234898018587334,41,65.0,4,4,3,1.5853581030169692,-0.3494310121283485,-0.5862987924219776,-0.5207572780177614,-0.8038587194383824,0.3709828697269186,0.2566183967246407,0.5223818278466715,-1.5353898406338895,1.2164094243427785,-0.13068532974468758,0.5313364402053649
