date,product_id,product_name,category,is_perishable,shelf_life_days,quantity_sold,unit_price,cost_price,total_amount,day_of_week,is_weekend,is_holiday,month,year,week_of_year,temperature_avg,rainfall_mm,weather_condition,neighbourhood_activity,profit_margin,spoilage_risk_score,is_quantity_outlier,is_total_amount_outlier,sales_lag_1,sales_lag_7,sales_lag_14,sales_roll_mean_7,sales_roll_std_7,sales_roll_mean_14,day_of_year,day_sin,day_cos,month_sin,month_cos,weekday_num,weekday_sin,weekday_cos,trend_day,revenue_per_unit,category_enc,weather_condition_enc,day_of_week_enc,temperature_avg_scaled,rainfall_mm_scaled,unit_price_scaled,cost_price_scaled,profit_margin_scaled,sales_roll_mean_7_scaled,sales_roll_std_7_scaled,sales_roll_mean_14_scaled,trend_day_scaled,sales_lag_1_scaled,sales_lag_7_scaled,sales_lag_14_scaled,anomaly_score,is_anomaly
2024-01-11,P001,Fresh Milk (1L),Dairy,1,3,21,85.0,63.0,1785.0,Thursday,0,0,1,2024,2,21.0,3.7,Heavy Rain,2,0.2588,0.5415,False,False,25.0,24.0,46.0,31.0,9.521904571390468,32.0,11,0.1880994176117975,0.9821499931752292,0.4999999999999999,0.8660254037844387,3,0.4338837391175582,-0.900968867902419,10,85.0,4,0,4,0.3872797295726255,-0.0984868088190329,-0.6873793659447387,-0.6154310729959156,-0.7965762930791203,0.9727666889885388,1.2106167623214192,1.0984141882168683,-1.6822944241513296,0.2719078672740198,0.174496811207459,2.110480379470617,-0.4493502536373134,False
2024-01-12,P001,Fresh Milk (1L),Dairy,1,3,30,85.0,63.0,2550.0,Friday,0,0,1,2024,2,21.4,0.0,Sunny,2,0.2588,0.4353,False,False,21.0,30.0,46.0,30.571428571428573,9.9474811360656,31.0,12,0.2049661139694953,0.9787690698649216,0.4999999999999999,0.8660254037844387,4,-0.433883739117558,-0.9009688679024191,11,85.0,4,4,0,0.56477282193475,-0.3494310121283485,-0.6873793659447387,-0.6154310729959156,-0.7965762930791203,0.926456692723606,1.3556073179625578,0.98858507345851,-1.677555566618509,-0.0886138775721389,0.7121455740848143,2.110480379470617,-0.44814126682571837,False
2024-01-13,P001,Fresh Milk (1L),Dairy,1,3,41,85.0,63.0,3485.0,Saturday,1,0,1,2024,2,22.8,0.0,Sunny,2,0.2588,0.4773,False,False,30.0,47.0,46.0,30.571428571428573,9.9474811360656,30.916666666666668,13,0.2217721575564818,0.975098513039961,0.4999999999999999,0.8660254037844387,5,-0.9749279121818236,-0.2225209339563146,12,85.0,4,4,2,1.1859986452021885,-0.3494310121283485,-0.6873793659447387,-0.6154310729959156,-0.7965762930791203,0.926456692723606,1.3556073179625578,0.9794326472286468,-1.6728167090856882,0.7225600483317183,2.235483735570654,2.110480379470617,-0.5204964656517662,False
2024-01-14,P001,Fresh Milk (1L),Dairy,1,3,24,85.0,63.0,2040.0,Sunday,1,0,1,2024,2,22.6,0.0,Partly Cloudy,2,0.2588,0.4713,False,False,41.0,40.0,46.0,29.714285714285715,8.440266301373152,31.692307692307693,14,0.2385125751940764,0.9711394088771652,0.4999999999999999,0.8660254037844387,6,-0.7818314824680299,0.6234898018587334,13,85.0,4,3,3,1.0972520990211263,-0.3494310121283485,-0.6873793659447387,-0.6154310729959156,-0.7965762930791203,0.8338367001937406,0.8421111941347736,1.0646206144450658,-1.6680778515528676,1.713994846658655,1.608226845547073,2.110480379470617,-0.5155805087899394,False
2024-01-15,P001,Fresh Milk (1L),Dairy,1,3,36,85.0,63.0,3060.0,Monday,0,0,1,2024,3,25.2,2.1,Light Rain,1,0.2588,0.6493,False,False,24.0,31.0,46.0,27.428571428571427,7.276838664721167,31.142857142857142,15,0.2551824131233728,0.966892928939152,0.4999999999999999,0.8660254037844387,0,0.0,1.0,14,85.0,4,1,1,2.250957199374938,-0.2070032210608991,-0.6873793659447387,-0.6154310729959156,-0.7965762930791203,0.5868500534474324,0.4457406383096523,1.0042749469954182,-1.663338994020047,0.1817774310624801,0.8017537012310402,2.110480379470617,-0.44266657158355405,False
2024-01-16,P001,Fresh Milk (1L),Dairy,1,3,21,85.0,63.0,1785.0,Tuesday,0,0,1,2024,3,20.8,0.0,Sunny,1,0.2588,0.4355,False,False,36.0,20.0,29.0,28.142857142857142,7.904188160474828,30.428571428571427,16,0.2717767384711357,0.9623603298276544,0.4999999999999999,0.8660254037844387,1,0.7818314824680298,0.6234898018587336,15,85.0,4,4,5,0.2985331833915633,-0.3494310121283485,-0.6873793659447387,-0.6154310729959156,-0.7965762930791203,0.6640333805556536,0.6594736290817037,0.9258255793108764,-1.6586001364872265,1.2633426656009563,-0.1839356973774445,0.6041502590775727,-0.384785645705737,False
2024-01-17,P001,Fresh Milk (1L),Dairy,1,3,21,85.0,63.0,1785.0,Wednesday,0,0,1,2024,3,23.7,0.0,Sunny,1,0.2588,0.5225,False,False,21.0,25.0,28.0,28.285714285714285,7.739816658342875,29.857142857142858,17,0.2882906407095177,0.957542952811672,0.4999999999999999,0.8660254037844387,2,0.9749279121818236,-0.2225209339563143,16,85.0,4,4,6,1.5853581030169692,-0.3494310121283485,-0.6873793659447387,-0.6154310729959156,-0.7965762930791203,0.6794700459772979,0.6034735637494572,0.8630660851632432,-1.6538612789544058,-0.0886138775721389,0.2641049383536848,0.5155426049368054,-0.39113771900906236,False
2024-01-18,P001,Fresh Milk (1L),Dairy,1,3,27,85.0,63.0,2295.0,Thursday,0,0,1,2024,3,20.7,0.0,Sunny,1,0.2588,0.4143,False,False,21.0,21.0,24.0,27.714285714285715,8.159131606453505,29.357142857142858,18,0.3047192331091634,0.9524422234305676,0.4999999999999999,0.8660254037844387,3,0.4338837391175582,-0.900968867902419,17,85.0,4,4,4,0.2541599103010314,-0.3494310121283485,-0.6873793659447387,-0.6154310729959156,-0.7965762930791203,0.6177233842907212,0.7463308363570433,0.808151527784064,-1.6491224214215852,-0.0886138775721389,-0.0943275702312186,0.161111988373736,-0.37008665171661403,False
2024-01-19,P001,Fresh Milk (1L),Dairy,1,3,25,85.0,63.0,2125.0,Friday,0,0,1,2024,3,23.0,0.0,Sunny,1,0.2588,0.4833,False,False,27.0,30.0,30.0,28.571428571428573,7.634508123364219,29.571428571428573,19,0.321057654185271,0.9470596510722284,0.4999999999999999,0.8660254037844387,4,-0.433883739117558,-0.9009688679024191,18,85.0,4,4,0,1.2747451913832508,-0.3494310121283485,-0.6873793659447387,-0.6154310729959156,-0.7965762930791203,0.7103433768205867,0.5675957822462272,0.8316863380894266,-1.6443835638887645,0.4521687396970992,0.7121455740848143,0.69275791321834,-0.3870401444680292,False
2024-01-20,P001,Fresh Milk (1L),Dairy,1,3,39,85.0,63.0,3315.0,Saturday,1,0,1,2024,3,22.8,0.0,Overcast,1,0.2588,0.4773,False,False,25.0,41.0,47.0,27.857142857142858,7.712080813644942,29.214285714285715,20,0.3373010691361842,0.9413968285264122,0.4999999999999999,0.8660254037844387,5,-0.9749279121818236,-0.2225209339563146,19,85.0,4,2,2,1.1859986452021885,-0.3494310121283485,-0.6873793659447387,-0.6154310729959156,-0.7965762930791203,0.6331600497123653,0.5940241817399018,0.7924616542471558,-1.6396447063559438,0.2719078672740198,1.6978349726932989,2.199088033611385,-0.440730100390776,False
2024-01-21,P001,Fresh Milk (1L),Dairy,1,3,30,85.0,63.0,2550.0,Sunday,1,0,1,2024,3,22.3,0.0,Sunny,1,0.2588,0.4623,False,False,39.0,24.0,40.0,27.571428571428573,7.161404491139587,28.642857142857142,21,0.3534446712740877,0.9354554315134164,0.4999999999999999,0.8660254037844387,6,-0.7818314824680299,0.6234898018587334,20,85.0,4,4,3,0.9641322797495322,-0.3494310121283485,-0.6873793659447387,-0.6154310729959156,-0.7965762930791203,0.6022867188690769,0.4064131321525754,0.7297021600995222,-1.6349058488231232,1.5337339742355756,0.174496811207459,1.5788344546260136,-0.4379125942647751,False
2024-01-22,P001,Fresh Milk (1L),Dairy,1,3,17,85.0,63.0,1445.0,Monday,0,0,1,2024,4,22.3,0.0,Partly Cloudy,1,0.2588,0.5532,False,False,30.0,36.0,31.0,28.428571428571427,7.020378500174634,27.928571428571427,22,0.3694836834473831,0.9292372181882051,0.4999999999999999,0.8660254037844387,0,0.0,1.0,21,85.0,4,3,1,0.9641322797495322,-0.3494310121283485,-0.6873793659447387,-0.6154310729959156,-0.7965762930791203,0.6949067113989421,0.3583666970640752,0.6512527924149804,-1.6301669912903023,0.7225600483317183,1.2497943369621696,0.7813655673591074,-0.38884051999445907,False
2024-01-23,P001,Fresh Milk (1L),Dairy,1,3,19,85.0,63.0,1615.0,Tuesday,0,0,1,2024,4,22.3,0.0,Sunny,1,0.2588,0.5169,False,False,17.0,21.0,20.0,25.714285714285715,7.273565968956482,26.928571428571427,23,0.3854133594543256,0.9227440286201428,0.4999999999999999,0.8660254037844387,1,0.7818314824680298,0.6234898018587336,22,85.0,4,4,5,0.9641322797495322,-0.3494310121283485,-0.6873793659447387,-0.6154310729959156,-0.7965762930791203,0.4016100683877016,0.4446256568544862,0.5414236776566219,-1.625428133757482,-0.4491356224182977,-0.0943275702312186,-0.1933186281893333,-0.37081338549665455,False
2024-01-24,P001,Fresh Milk (1L),Dairy,1,3,30,85.0,63.0,2550.0,Wednesday,0,0,1,2024,4,22.1,0.0,Partly Cloudy,1,0.2588,0.4563,False,False,19.0,21.0,25.0,25.428571428571427,7.524562952029012,26.857142857142858,24,0.4012289854475009,0.9159777842484876,0.4999999999999999,0.8660254037844387,2,0.9749279121818236,-0.2225209339563143,23,85.0,4,3,6,0.87538573356847,-0.3494310121283485,-0.6873793659447387,-0.6154310729959156,-0.7965762930791203,0.3707367375444129,0.5301383355606457,0.533578740888168,-1.6206892762246612,-0.2688747499952183,-0.0943275702312186,0.2497196425145033,-0.3785442562040057,False
2024-01-25,P001,Fresh Milk (1L),Dairy,1,3,27,85.0,63.0,2295.0,Thursday,0,0,1,2024,4,22.9,0.0,Partly Cloudy,1,0.2588,0.4803,False,False,30.0,27.0,21.0,26.714285714285715,7.409774753982868,27.214285714285715,25,0.4169258813287287,0.908940487313808,0.4999999999999999,0.8660254037844387,3,0.4338837391175582,-0.900968867902419,24,85.0,4,3,4,1.2303719182927189,-0.3494310121283485,-0.6873793659447387,-0.6154310729959156,-0.7965762930791203,0.5096667263392114,0.4910309081381316,0.5728034247304389,-1.6159504186918403,0.7225600483317183,0.4433211926461367,-0.104710974048566,-0.38810715982514477,False
2024-01-26,P001,Fresh Milk (1L),Dairy,1,3,24,85.0,63.0,2040.0,Friday,0,0,1,2024,4,21.5,0.0,Sunny,1,0.2588,0.4383,False,False,27.0,25.0,30.0,26.714285714285715,7.409774753982868,27.642857142857142,26,0.4324994021339788,0.901634220265486,0.4999999999999999,0.8660254037844387,4,-0.433883739117558,-0.9009688679024191,25,85.0,4,4,0,0.6091460950252818,-0.3494310121283485,-0.6873793659447387,-0.6154310729959156,-0.7965762930791203,0.5096667263392114,0.4910309081381316,0.6198730453411638,-1.61121156115902,0.4521687396970992,0.2641049383536848,0.69275791321834,-0.37146707819601055,False
2024-01-27,P001,Fresh Milk (1L),Dairy,1,3,29,85.0,63.0,2465.0,Saturday,1,0,1,2024,4,21.0,0.0,Sunny,1,0.2588,0.4233,False,False,24.0,39.0,41.0,26.571428571428573,7.457817885886432,27.214285714285715,27,0.4479449394078911,0.8940611451454876,0.4999999999999999,0.8660254037844387,5,-0.9749279121818236,-0.2225209339563146,26,85.0,4,4,2,0.3872797295726255,-0.3494310121283485,-0.6873793659447387,-0.6154310729959156,-0.7965762930791203,0.4942300609175671,0.507398821617474,0.5728034247304389,-1.6064727036261992,0.1817774310624801,1.5186187184008473,1.6674421087667808,-0.41191236650779783,False
2024-01-28,P001,Fresh Milk (1L),Dairy,1,3,40,85.0,63.0,3400.0,Sunday,1,0,1,2024,4,24.2,0.0,Partly Cloudy,1,0.2588,0.5193,False,False,29.0,30.0,24.0,25.142857142857142,5.336308693862305,26.357142857142858,28,0.4632579225674917,0.88622350294858,0.4999999999999999,0.8660254037844387,6,-0.7818314824680299,0.6234898018587334,27,85.0,4,3,3,1.8072244684696253,-0.3494310121283485,-0.6873793659447387,-0.6154310729959156,-0.7965762930791203,0.3398634067011244,-0.2153825110063495,0.4786641835089888,-1.6017338460933783,0.6324296121201786,0.7121455740848143,0.161111988373736,-0.4711696786798986,False
2024-01-29,P001,Fresh Milk (1L),Dairy,1,3,31,85.0,63.0,2635.0,Monday,0,0,1,2024,5,23.5,0.0,Partly Cloudy,1,0.2588,0.4983,False,False,40.0,17.0,36.0,26.571428571428573,7.6780453861891775,27.5,29,0.4784338202547012,0.8781236129591848,0.4999999999999999,0.8660254037844387,0,0.0,1.0,28,85.0,4,3,1,1.496611556835907,-0.3494310121283485,-0.6873793659447387,-0.6154310729959156,-0.7965762930791203,0.4942300609175671,0.5824285819162555,0.6041831718042555,-1.596994988560558,1.6238644104471152,-0.4527600788161221,1.224403838062944,-0.4249355804702979,False
2024-01-30,P001,Fresh Milk (1L),Dairy,1,3,22,85.0,63.0,1870.0,Tuesday,0,0,1,2024,5,21.5,0.0,Partly Cloudy,1,0.2588,0.4383,False,False,31.0,19.0,21.0,28.571428571428573,6.502746672423451,27.142857142857142,30,0.4934681416772373,0.8697638720650646,0.4999999999999999,0.8660254037844387,1,0.7818314824680298,0.6234898018587336,29,85.0,4,3,5,0.6091460950252818,-0.3494310121283485,-0.6873793659447387,-0.6154310729959156,-0.7965762930791203,0.7103433768205867,0.1820136443989842,0.5649584879619846,-1.5922561310277372,0.812690484543258,-0.2735438245236704,-0.104710974048566,-0.3789067076771683,False
2024-01-31,P001,Fresh Milk (1L),Dairy,1,3,33,85.0,63.0,2805.0,Wednesday,0,0,1,2024,5,22.9,0.0,Partly Cloudy,1,0.2588,0.4803,False,False,22.0,30.0,21.0,29.0,5.8309518948453,27.214285714285715,31,0.5083564379375122,0.8611467540480452,0.4999999999999999,0.8660254037844387,2,0.9749279121818236,-0.2225209339563143,30,85.0,4,3,6,1.2303719182927189,-0.3494310121283485,-0.6873793659447387,-0.6154310729959156,-0.7965762930791203,0.7566533730855192,-0.0468615009047177,0.5728034247304389,-1.5875172734949166,0.0015165586394007,0.7121455740848143,-0.104710974048566,-0.39821934022240585,False
2024-02-01,P001,Fresh Milk (1L),Dairy,1,3,22,85.0,63.0,1870.0,Thursday,0,0,2,2024,5,24.2,0.0,Sunny,1,0.2588,0.5193,False,False,33.0,27.0,27.0,29.428571428571427,6.023762469230862,28.071428571428573,32,0.5230943033491326,0.8522748088519838,0.8660254037844386,0.5000000000000001,3,0.4338837391175582,-0.900968867902419,31,85.0,4,4,4,1.8072244684696253,-0.3494310121283485,-0.6873793659447387,-0.6154310729959156,-0.7965762930791203,0.8029633693504518,0.0188275304802457,0.666942665951889,-1.582778415962096,0.9929513569663374,0.4433211926461367,0.426934950796038,-0.40660692055352926,False
2024-02-02,P001,Fresh Milk (1L),Dairy,1,3,27,85.0,63.0,2295.0,Friday,0,0,2,2024,5,22.3,0.0,Sunny,1,0.2588,0.4623,False,False,22.0,24.0,25.0,28.714285714285715,6.626066850308854,27.714285714285715,33,0.5376773767406141,0.8431506618282,0.8660254037844386,0.5000000000000001,4,-0.433883739117558,-0.9009688679024191,32,85.0,4,4,0,0.9641322797495322,-0.3494310121283485,-0.6873793659447387,-0.6154310729959156,-0.7965762930791203,0.7257800422422308,0.2240278495914569,0.6277179821096182,-1.5780395584292757,0.0015165586394007,0.174496811207459,0.2497196425145033,-0.3770429413106811,False
2024-02-03,P001,Fresh Milk (1L),Dairy,1,3,36,85.0,63.0,3060.0,Saturday,1,0,2,2024,5,22.7,0.0,Overcast,1,0.2588,0.4743,False,False,27.0,29.0,39.0,29.142857142857142,6.362090102803518,27.857142857142858,34,0.5521013427459208,0.8337770129585915,0.8660254037844386,0.5000000000000001,5,-0.9749279121818236,-0.2225209339563146,33,85.0,4,2,2,1.1416253721116567,-0.3494310121283485,-0.6873793659447387,-0.6154310729959156,-0.7965762930791203,0.7720900385071634,0.1340930682287751,0.6434078556465264,-1.5733007008964548,0.4521687396970992,0.6225374469385884,1.490226800485246,-0.43540107312698234,False
2024-02-04,P001,Fresh Milk (1L),Dairy,1,3,23,85.0,63.0,1955.0,Sunday,1,0,2,2024,5,21.3,0.0,Sunny,1,0.2588,0.4323,False,False,36.0,40.0,30.0,30.142857142857142,6.8660656232559525,27.642857142857142,35,0.5663619330814524,0.8241566360566663,0.8660254037844386,0.5000000000000001,6,-0.7818314824680299,0.6234898018587334,34,85.0,4,4,3,0.5203995488442197,-0.3494310121283485,-0.6873793659447387,-0.6154310729959156,-0.7965762930791203,0.8801466964586732,0.3057935254560436,0.6198730453411638,-1.568561843363634,1.2633426656009563,1.608226845547073,0.69275791321834,-0.43077179489227607,False
2024-02-05,P001,Fresh Milk (1L),Dairy,1,3,17,85.0,63.0,1445.0,Monday,0,0,2,2024,6,23.7,0.0,Sunny,1,0.2588,0.5952,False,False,23.0,31.0,17.0,27.714285714285715,5.70713838726805,27.142857142857142,36,0.580454927809098,0.8142923779467267,0.8660254037844386,0.5000000000000001,0,0.0,1.0,35,85.0,4,4,1,1.5853581030169692,-0.3494310121283485,-0.6873793659447387,-0.6154310729959156,-0.7965762930791203,0.6177233842907212,-0.0890437796051612,0.5649584879619846,-1.5638229858308137,0.0916469948509404,0.8017537012310402,-0.4591415906116354,-0.39367629234018414,False
2024-02-06,P001,Fresh Milk (1L),Dairy,1,3,29,85.0,63.0,2465.0,Tuesday,0,0,2,2024,6,24.0,0.0,Partly Cloudy,1,0.2588,0.5133,False,False,17.0,22.0,19.0,25.714285714285715,6.725927091345491,27.142857142857142,37,0.5943761565849831,0.804187157621448,0.8660254037844386,0.5000000000000001,1,0.7818314824680298,0.6234898018587336,36,85.0,4,3,5,1.718477922288563,-0.3494310121283485,-0.6873793659447387,-0.6154310729959156,-0.7965762930791203,0.4016100683877016,0.2580494406191782,0.5649584879619846,-1.5590841282979928,-0.4491356224182977,-0.0047194430849927,-0.2819262823301007,-0.39915353000000925,False
2024-02-07,P001,Fresh Milk (1L),Dairy,1,3,26,85.0,63.0,2210.0,Wednesday,0,0,2,2024,6,23.2,0.0,Partly Cloudy,1,0.2588,0.4893,False,False,29.0,33.0,30.0,26.714285714285715,6.600865744084525,27.857142857142858,38,0.6081214998935418,0.7938439653781019,0.8660254037844386,0.5000000000000001,2,0.9749279121818236,-0.2225209339563143,37,85.0,4,3,6,1.363491737564313,-0.3494310121283485,-0.6873793659447387,-0.6154310729959156,-0.7965762930791203,0.5096667263392114,0.2154420328488783,0.6434078556465264,-1.554345270765172,0.6324296121201786,0.980969955523492,0.69275791321834,-0.3901548835109904,False
2024-02-08,P001,Fresh Milk (1L),Dairy,1,3,25,85.0,63.0,2125.0,Thursday,0,0,2,2024,6,22.5,0.0,Overcast,1,0.2588,0.4683,False,False,26.0,22.0,27.0,25.714285714285715,5.992058236095664,27.571428571428573,39,0.6216868902665479,0.7832658619336791,0.8660254037844386,0.5000000000000001,3,0.4338837391175582,-0.900968867902419,38,85.0,4,2,4,1.0528788259305943,-0.3494310121283485,-0.6873793659447387,-0.6154310729959156,-0.7965762930791203,0.4016100683877016,0.0080261500471912,0.6120281085727098,-1.5496064132323517,0.3620383034855595,-0.0047194430849927,0.426934950796038,-0.3743778114143235,False
2024-02-09,P001,Fresh Milk (1L),Dairy,1,3,25,85.0,63.0,2125.0,Friday,0,0,2,2024,6,22.0,0.0,Sunny,1,0.2588,0.4533,False,False,25.0,27.0,24.0,26.142857142857142,5.785861256216784,27.428571428571427,40,0.6350683134867438,0.7724559775191742,0.8660254037844386,0.5000000000000001,4,-0.433883739117558,-0.9009688679024191,39,85.0,4,4,0,0.8310124604779382,-0.3494310121283485,-0.6873793659447387,-0.6154310729959156,-0.7965762930791203,0.4479200646526342,-0.0622235233740541,0.5963382350358012,-1.5448675556995308,0.2719078672740198,0.4433211926461367,0.161111988373736,-0.3722158265242107,False
2024-02-10,P001,Fresh Milk (1L),Dairy,1,3,37,85.0,63.0,3145.0,Saturday,1,0,2,2024,6,22.4,0.0,Partly Cloudy,1,0.2588,0.4653,False,False,25.0,36.0,29.0,25.857142857142858,5.785861256216784,27.5,41,0.6482618097757122,0.7614175109532997,0.8660254037844386,0.5000000000000001,5,-0.9749279121818236,-0.2225209339563146,40,85.0,4,3,2,1.0085055528400626,-0.3494310121283485,-0.6873793659447387,-0.6154310729959156,-0.7965762930791203,0.4170467338093458,-0.0622235233740541,0.6041831718042555,-1.5401286981667102,0.2719078672740198,1.2497943369621696,0.6041502590775727,-0.4336691541634315,False
