date,product_id,product_name,category,is_perishable,shelf_life_days,quantity_sold,unit_price,cost_price,total_amount,day_of_week,is_weekend,is_holiday,month,year,week_of_year,temperature_avg,rainfall_mm,weather_condition,neighbourhood_activity,profit_margin,spoilage_risk_score,is_quantity_outlier,is_total_amount_outlier
2024-03-12,P001,Fresh Milk (1L),Dairy,True,3,27,85.0,63.0,2295.0,Tuesday,False,False,3,2024,11,23.6,10.5,Light Rain,1,0.2588,0.6013,False,False
2024-03-13,P001,Fresh Milk (1L),Dairy,True,3,21,85.0,63.0,1785.0,Wednesday,False,False,3,2024,11,20.4,0.0,Sunny,1,0.2588,0.4235,False,False
2024-03-14,P001,Fresh Milk (1L),Dairy,True,3,20,85.0,63.0,1700.0,Thursday,False,False,3,2024,11,21.3,0.0,Partly Cloudy,1,0.2588,0.4687,False,False
2024-03-15,P001,Fresh Milk (1L),Dairy,True,3,37,85.0,63.0,3145.0,Friday,False,False,3,2024,11,22.4,2.3,Light Rain,1,0.2588,0.5653,False,False
2024-03-16,P001,Fresh Milk (1L),Dairy,True,3,19,85.0,63.0,1615.0,Saturday,True,False,3,2024,11,23.5,17.7,Heavy Rain,1,0.2588,0.6529,False,False
2024-03-17,P001,Fresh Milk (1L),Dairy,True,3,35,85.0,63.0,2975.0,Sunday,True,False,3,2024,11,20.6,0.0,Overcast,1,0.2588,0.4113,False,False
2024-03-18,P001,Fresh Milk (1L),Dairy,True,3,19,85.0,63.0,1615.0,Monday,False,False,3,2024,12,25.2,6.4,Light Rain,1,0.2588,0.7039,False,False
2024-03-19,P001,Fresh Milk (1L),Dairy,True,3,21,85.0,63.0,1785.0,Tuesday,False,False,3,2024,12,20.6,5.5,Heavy Rain,1,0.2588,0.5295,False,False
2024-03-20,P001,Fresh Milk (1L),Dairy,True,3,23,85.0,63.0,1955.0,Wednesday,False,False,3,2024,12,21.8,0.0,Partly Cloudy,1,0.2588,0.4473,False,False
2024-03-21,P001,Fresh Milk (1L),Dairy,True,3,25,85.0,63.0,2125.0,Thursday,False,False,3,2024,12,21.0,0.0,Sunny,1,0.2588,0.4233,False,False
2024-03-22,P001,Fresh Milk (1L),Dairy,True,3,21,85.0,63.0,1785.0,Friday,False,False,3,2024,12,21.3,0.0,Partly Cloudy,1,0.2588,0.4505,False,False
2024-03-23,P001,Fresh Milk (1L),Dairy,True,3,40,85.0,63.0,3400.0,Saturday,True,False,3,2024,12,20.1,25.5,Light Rain,1,0.2588,0.4963,False,False
2024-03-24,P001,Fresh Milk (1L),Dairy,True,3,43,85.0,63.0,3655.0,Sunday,True,False,3,2024,12,22.2,18.3,Light Rain,1,0.2588,0.5593,False,False
2024-03-25,P001,Fresh Milk (1L),Dairy,True,3,17,85.0,63.0,1445.0,Monday,False,False,3,2024,13,24.0,50.8,Light Rain,1,0.2588,0.7042,False,False
2024-03-26,P001,Fresh Milk (1L),Dairy,True,3,16,85.0,63.0,1360.0,Tuesday,False,False,3,2024,13,23.7,0.0,Sunny,1,0.2588,0.6134,False,False
2024-03-27,P001,Fresh Milk (1L),Dairy,True,3,22,85.0,63.0,1870.0,Wednesday,False,False,3,2024,13,24.3,0.0,Partly Cloudy,1,0.2588,0.5223,False,False
2024-03-28,P001,Fresh Milk (1L),Dairy,True,3,26,85.0,63.0,2210.0,Thursday,False,False,3,2024,13,20.2,0.0,Partly Cloudy,1,0.2588,0.3993,False,False
2024-03-29,P001,Fresh Milk (1L),Dairy,True,3,51,85.0,63.0,4335.0,Friday,False,True,3,2024,13,24.5,10.3,Light Rain,1,0.2588,0.6283,False,False
2024-03-30,P001,Fresh Milk (1L),Dairy,True,3,33,85.0,63.0,2805.0,Saturday,True,False,3,2024,13,21.4,0.0,Overcast,1,0.2588,0.4353,False,False
2024-03-31,P001,Fresh Milk (1L),Dairy,True,3,36,85.0,63.0,3060.0,Sunday,True,False,3,2024,13,20.3,0.0,Partly Cloudy,1,0.2588,0.4023,False,False
2024-04-01,P001,Fresh Milk (1L),Dairy,True,3,31,85.0,63.0,2635.0,Monday,False,True,4,2024,14,21.0,38.1,Heavy Rain,1,0.2588,0.5233,False,False
2024-04-02,P001,Fresh Milk (1L),Dairy,True,3,22,85.0,63.0,1870.0,Tuesday,False,False,4,2024,14,19.8,0.0,Sunny,1,0.2588,0.3873,False,False
2024-04-03,P001,Fresh Milk (1L),Dairy,True,3,23,85.0,63.0,1955.0,Wednesday,False,False,4,2024,14,22.1,0.0,Partly Cloudy,1,0.2588,0.4563,False,False
2024-04-04,P001,Fresh Milk (1L),Dairy,True,3,25,85.0,63.0,2125.0,Thursday,False,False,4,2024,14,21.0,0.0,Partly Cloudy,1,0.2588,0.4233,False,False
2024-04-05,P001,Fresh Milk (1L),Dairy,True,3,23,85.0,63.0,1955.0,Friday,False,False,4,2024,14,19.9,100.5,Light Rain,1,0.2588,0.4903,False,False
2024-04-06,P001,Fresh Milk (1L),Dairy,True,3,25,85.0,63.0,2125.0,Saturday,True,False,4,2024,14,18.7,26.7,Heavy Rain,1,0.2588,0.4543,False,False
2024-04-07,P001,Fresh Milk (1L),Dairy,True,3,38,85.0,63.0,3230.0,Sunday,True,False,4,2024,14,18.0,0.0,Partly Cloudy,1,0.2588,0.3333,False,False
2024-04-08,P001,Fresh Milk (1L),Dairy,True,3,24,85.0,63.0,2040.0,Monday,False,False,4,2024,15,19.3,0.0,Overcast,1,0.2588,0.3723,False,False
2024-04-09,P001,Fresh Milk (1L),Dairy,True,3,31,85.0,63.0,2635.0,Tuesday,False,False,4,2024,15,21.5,40.4,Light Rain,1,0.2588,0.5383,False,False
2024-04-10,P001,Fresh Milk (1L),Dairy,True,3,15,85.0,63.0,1275.0,Wednesday,False,False,4,2024,15,19.8,1.2,Heavy Rain,1,0.2588,0.6146,False,False
2024-04-11,P001,Fresh Milk (1L),Dairy,True,3,22,85.0,63.0,1870.0,Thursday,False,False,4,2024,15,20.4,15.4,Light Rain,1,0.2588,0.5053,False,False
2024-04-12,P001,Fresh Milk (1L),Dairy,True,3,24,85.0,63.0,2040.0,Friday,False,False,4,2024,15,20.1,0.0,Overcast,1,0.2588,0.3963,False,False
2024-04-13,P001,Fresh Milk (1L),Dairy,True,3,51,85.0,63.0,4335.0,Saturday,True,False,4,2024,15,23.8,50.2,Light Rain,1,0.2588,0.6073,False,False
2024-04-14,P001,Fresh Milk (1L),Dairy,True,3,40,85.0,63.0,3400.0,Sunday,True,False,4,2024,15,19.6,150.6,Light Rain,1,0.2588,0.4813,False,False
2024-04-15,P001,Fresh Milk (1L),Dairy,True,3,31,85.0,63.0,2635.0,Monday,False,False,4,2024,16,20.5,0.0,Partly Cloudy,1,0.2588,0.4083,False,False
2024-04-16,P001,Fresh Milk (1L),Dairy,True,3,22,85.0,63.0,1870.0,Tuesday,False,False,4,2024,16,18.9,21.2,Light Rain,1,0.2588,0.4603,False,False
2024-04-17,P001,Fresh Milk (1L),Dairy,True,3,20,85.0,63.0,1700.0,Wednesday,False,False,4,2024,16,19.8,28.8,Light Rain,1,0.2588,0.5237,False,False
2024-04-18,P001,Fresh Milk (1L),Dairy,True,3,28,85.0,63.0,2380.0,Thursday,False,False,4,2024,16,23.3,0.0,Overcast,1,0.2588,0.4923,False,False
2024-04-19,P001,Fresh Milk (1L),Dairy,True,3,44,85.0,63.0,3740.0,Friday,False,True,4,2024,16,18.7,74.9,Light Rain,1,0.2588,0.4543,False,False
2024-04-20,P001,Fresh Milk (1L),Dairy,True,3,40,85.0,63.0,3400.0,Saturday,True,False,4,2024,16,17.8,0.0,Partly Cloudy,1,0.2588,0.3333,False,False
2024-04-21,P001,Fresh Milk (1L),Dairy,True,3,42,85.0,63.0,3570.0,Sunday,True,False,4,2024,16,18.1,59.9,Light Rain,1,0.2588,0.4363,False,False
2024-04-22,P001,Fresh Milk (1L),Dairy,True,3,33,85.0,63.0,2805.0,Monday,False,True,4,2024,17,24.4,0.0,Sunny,1,0.2588,0.5253,False,False
2024-04-23,P001,Fresh Milk (1L),Dairy,True,3,19,85.0,63.0,1615.0,Tuesday,False,False,4,2024,17,19.4,0.0,Partly Cloudy,1,0.2588,0.4299,False,False
2024-04-24,P001,Fresh Milk (1L),Dairy,True,3,27,85.0,63.0,2295.0,Wednesday,False,False,4,2024,17,22.6,0.0,Overcast,1,0.2588,0.4713,False,False
2024-04-25,P001,Fresh Milk (1L),Dairy,True,3,16,85.0,63.0,1360.0,Thursday,False,False,4,2024,17,19.6,10.6,Heavy Rain,1,0.2588,0.5904,False,False
2024-04-26,P001,Fresh Milk (1L),Dairy,True,3,20,85.0,63.0,1700.0,Friday,False,False,4,2024,17,19.4,0.0,Partly Cloudy,1,0.2588,0.4117,False,False
2024-04-27,P001,Fresh Milk (1L),Dairy,True,3,43,85.0,63.0,3655.0,Saturday,True,False,4,2024,17,17.9,0.0,Sunny,1,0.2588,0.3333,False,False
2024-04-28,P001,Fresh Milk (1L),Dairy,True,3,24,85.0,63.0,2040.0,Sunday,True,False,4,2024,17,19.6,0.0,Partly Cloudy,1,0.2588,0.3813,False,False
2024-04-29,P001,Fresh Milk (1L),Dairy,True,3,20,85.0,63.0,1700.0,Monday,False,False,4,2024,18,19.2,12.4,Light Rain,1,0.2588,0.5057,False,False
2024-04-30,P001,Fresh Milk (1L),Dairy,True,3,23,85.0,63.0,1955.0,Tuesday,False,False,4,2024,18,20.2,0.0,Overcast,1,0.2588,0.3993,False,False
2024-05-01,P001,Fresh Milk (1L),Dairy,True,3,29,85.0,63.0,2465.0,Wednesday,False,True,5,2024,18,19.1,15.3,Heavy Rain,2,0.2588,0.4663,False,False
2024-05-02,P001,Fresh Milk (1L),Dairy,True,3,38,85.0,63.0,3230.0,Thursday,False,False,5,2024,18,19.5,0.0,Partly Cloudy,2,0.2588,0.3783,False,False
2024-05-03,P001,Fresh Milk (1L),Dairy,True,3,25,85.0,63.0,2125.0,Friday,False,False,5,2024,18,23.2,0.0,Partly Cloudy,2,0.2588,0.4893,False,False
2024-05-04,P001,Fresh Milk (1L),Dairy,True,3,36,85.0,63.0,3060.0,Saturday,True,False,5,2024,18,21.4,0.0,Overcast,2,0.2588,0.4353,False,False
2024-05-05,P001,Fresh Milk (1L),Dairy,True,3,34,85.0,63.0,2890.0,Sunday,True,False,5,2024,18,17.9,0.0,Overcast,2,0.2588,0.3333,False,False
2024-05-06,P001,Fresh Milk (1L),Dairy,True,3,20,85.0,63.0,1700.0,Monday,False,False,5,2024,19,19.4,0.0,Sunny,2,0.2588,0.4117,False,False
2024-05-07,P001,Fresh Milk (1L),Dairy,True,3,33,85.0,63.0,2805.0,Tuesday,False,False,5,2024,19,20.8,0.0,Sunny,2,0.2588,0.4173,False,False
2024-05-08,P001,Fresh Milk (1L),Dairy,True,3,35,85.0,63.0,2975.0,Wednesday,False,False,5,2024,19,19.7,0.0,Sunny,2,0.2588,0.3843,False,False
2024-05-09,P001,Fresh Milk (1L),Dairy,True,3,23,85.0,63.0,1955.0,Thursday,False,False,5,2024,19,20.4,63.3,Heavy Rain,2,0.2588,0.5053,False,False
2024-05-10,P001,Fresh Milk (1L),Dairy,True,3,25,85.0,63.0,2125.0,Friday,False,False,5,2024,19,18.3,48.4,Light Rain,2,0.2588,0.4423,False,False
2024-05-11,P001,Fresh Milk (1L),Dairy,True,3,46,85.0,63.0,3910.0,Saturday,True,False,5,2024,19,18.6,0.0,Sunny,2,0.2588,0.3513,False,False
2024-05-12,P001,Fresh Milk (1L),Dairy,True,3,36,85.0,63.0,3060.0,Sunday,True,False,5,2024,19,18.6,0.0,Overcast,2,0.2588,0.3513,False,False
2024-05-13,P001,Fresh Milk (1L),Dairy,True,3,27,85.0,63.0,2295.0,Monday,False,False,5,2024,20,21.2,0.0,Overcast,2,0.2588,0.4293,False,False
2024-05-14,P001,Fresh Milk (1L),Dairy,True,3,22,85.0,63.0,1870.0,Tuesday,False,False,5,2024,20,18.6,25.3,Light Rain,2,0.2588,0.4513,False,False
2024-05-15,P001,Fresh Milk (1L),Dairy,True,3,24,85.0,63.0,2040.0,Wednesday,False,False,5,2024,20,18.4,0.0,Overcast,1,0.2588,0.3453,False,False
2024-05-16,P001,Fresh Milk (1L),Dairy,True,3,19,85.0,63.0,1615.0,Thursday,False,False,5,2024,20,19.5,0.0,Partly Cloudy,1,0.2588,0.4329,False,False
2024-05-17,P001,Fresh Milk (1L),Dairy,True,3,31,85.0,63.0,2635.0,Friday,False,False,5,2024,20,16.7,0.0,Overcast,1,0.2588,0.3333,False,False
2024-05-18,P001,Fresh Milk (1L),Dairy,True,3,43,85.0,63.0,3655.0,Saturday,True,False,5,2024,20,18.5,0.0,Overcast,1,0.2588,0.3483,False,False
2024-05-19,P001,Fresh Milk (1L),Dairy,True,3,37,85.0,63.0,3145.0,Sunday,True,False,5,2024,20,17.4,0.0,Partly Cloudy,1,0.2588,0.3333,False,False
2024-05-20,P001,Fresh Milk (1L),Dairy,True,3,26,85.0,63.0,2210.0,Monday,False,False,5,2024,21,21.0,26.8,Heavy Rain,1,0.2588,0.5233,False,False
2024-05-21,P001,Fresh Milk (1L),Dairy,True,3,21,85.0,63.0,1785.0,Tuesday,False,False,5,2024,21,20.8,0.0,Overcast,1,0.2588,0.4355,False,False
2024-05-22,P001,Fresh Milk (1L),Dairy,True,3,20,85.0,63.0,1700.0,Wednesday,False,False,5,2024,21,21.6,26.7,Light Rain,1,0.2588,0.5777,False,False
2024-05-23,P001,Fresh Milk (1L),Dairy,True,3,29,85.0,63.0,2465.0,Thursday,False,False,5,2024,21,18.6,13.0,Light Rain,1,0.2588,0.4513,False,False
2024-05-24,P001,Fresh Milk (1L),Dairy,True,3,25,85.0,63.0,2125.0,Friday,False,False,5,2024,21,20.5,0.0,Partly Cloudy,1,0.2588,0.4083,False,False
2024-05-25,P001,Fresh Milk (1L),Dairy,True,3,37,85.0,63.0,3145.0,Saturday,True,False,5,2024,21,20.2,1.1,Heavy Rain,1,0.2588,0.4993,False,False
2024-05-26,P001,Fresh Milk (1L),Dairy,True,3,43,85.0,63.0,3655.0,Sunday,True,False,5,2024,21,20.8,0.0,Sunny,1,0.2588,0.4173,False,False
2024-05-27,P001,Fresh Milk (1L),Dairy,True,3,23,85.0,63.0,1955.0,Monday,False,False,5,2024,22,21.7,0.0,Sunny,1,0.2588,0.4443,False,False
2024-05-28,P001,Fresh Milk (1L),Dairy,True,3,21,85.0,63.0,1785.0,Tuesday,False,False,5,2024,22,16.6,0.0,Sunny,1,0.2588,0.3515,False,False
2024-05-29,P001,Fresh Milk (1L),Dairy,True,3,23,85.0,63.0,1955.0,Wednesday,False,False,5,2024,22,17.2,32.9,Light Rain,1,0.2588,0.4333,False,False
